基金名称,基金代码,基金规模,近1月,近3月,近6月,近1年,近3年,成立来,基金经理,任职时间,任期收益,总任职时间
光大保德信景气先锋混合,007854,16.79亿元（2019-11-13）,6.70%,21.56%,--,--,--,22.84%,董伟炜,115天,22.84%,4年又293天
融通新机遇灵活配置混合,002049,13.22亿元（2019-12-31）,2.54%,5.48%,6.59%,12.11%,24.80%,26.30%,刘明/余志勇,1年又108天,16.75%,1年又108天/7年又148天
南方荣光C,002016,0.00亿元（2019-09-30）,1.52%,2.56%,2.30%,4.52%,18.06%,20.30%,郑迎迎,2年又34天,10.37%,7年又9天
鹏扬景欣混合C,005665,0.76亿元（2019-12-31）,2.12%,7.80%,8.31%,17.17%,--,20.70%,焦翠/赵世宏,205天,9.36%,1年又357天/3年又179天
汇添富民丰回报混合C,004271,0.13亿元（2019-12-31）,2.50%,2.09%,2.49%,6.41%,--,17.50%,赵鹏飞/吴江宏,2年又162天,17.50%,3年又278天/4年又235天
财通资管鑫逸混合C,004889,0.04亿元（2019-12-31）,3.45%,6.55%,6.87%,21.64%,--,20.42%,于洋/宫志芳,1年又85天,26.05%,1年又233天/2年又202天
金鹰灵活配置混合C,210011,0.03亿元（2019-12-31）,2.93%,4.53%,6.09%,10.30%,24.04%,52.44%,杨晓斌,1年又244天,15.88%,1年又339天
金鹰灵活配置混合A,210010,3.82亿元（2019-12-31）,2.97%,4.66%,6.30%,10.96%,26.89%,66.47%,杨晓斌,1年又244天,17.31%,1年又339天
南方荣光A,002015,6.17亿元（2019-12-31）,1.52%,2.56%,2.30%,4.52%,17.60%,20.30%,郑迎迎,2年又34天,10.37%,7年又9天
汇添富民丰回报混合A,004270,3.43亿元（2019-12-31）,2.53%,2.18%,2.66%,6.92%,--,17.52%,赵鹏飞/吴江宏,2年又162天,17.52%,3年又278天/4年又235天
景顺长城领先回报混合C,001379,0.66亿元（2019-12-31）,3.09%,4.96%,6.15%,8.53%,26.59%,58.23%,徐喻军/万梦,2年又271天,24.01%,5年又324天/4年又248天
建信积极配置混合,530012,1.62亿元（2019-12-31）,5.01%,15.06%,18.99%,20.65%,32.12%,186.42%,姚锦,6年又46天,167.93%,10年又70天
银河鑫利混合C,519653,0.29亿元（2019-12-31）,2.47%,5.16%,6.37%,12.43%,16.34%,21.47%,陈伯祯/刘铭/卢轶乔,130天,6.27%,1年又255天/3年又89天/7年又78天
东吴嘉禾优势精选混合,580001,4.70亿元（2019-12-31）,11.55%,21.39%,19.24%,22.13%,18.52%,286.98%,胡启聪/彭敢,260天,29.49%,260天/8年又321天
富国优质发展混合C,006528,0.05亿元（2019-12-31）,8.00%,19.80%,28.26%,39.35%,--,39.61%,曹文俊,1年又42天,39.61%,5年又262天
光大欣鑫混合A,001903,1.71亿元（2019-12-31）,2.68%,3.90%,5.89%,8.19%,18.39%,87.67%,黄波/陈栋,8天,1.29%,150天/4年又329天
汇添富经典成长定开混合,501065,10.02亿元（2019-12-31）,8.59%,10.94%,14.32%,40.29%,--,53.96%,雷鸣,1年又93天,53.96%,5年又347天
嘉实新财富混合,002211,0.58亿元（2019-12-31）,1.11%,1.37%,4.31%,8.21%,20.01%,24.21%,曲扬,165天,4.49%,8年又112天
上投安裕回报A,004823,2.32亿元（2019-12-31）,3.74%,8.21%,9.82%,19.61%,--,22.47%,陈圆明/施虓文/聂曙光,330天,15.99%,330天/3年又49天/9年又189天
富国优质发展混合A,006527,0.22亿元（2019-12-31）,8.04%,19.97%,28.63%,40.04%,--,40.75%,曹文俊,1年又42天,40.75%,5年又262天
南方驱动混合,002160,2.66亿元（2019-12-31）,7.95%,23.21%,29.79%,60.33%,78.02%,106.50%,应帅,3年又350天,106.50%,12年又304天
嘉实新添泽定期混合,004775,0.86亿元（2019-12-31）,1.77%,3.47%,5.28%,8.31%,--,14.19%,刘宁,2年又237天,14.19%,7年又1天
圆信永丰优享生活,004958,2.54亿元（2019-12-31）,10.19%,22.46%,21.94%,31.41%,--,29.48%,肖世源/范妍,2年又175天,29.23%,2年又260天/4年又132天
南方荣欢混合,003064,3.33亿元（2019-12-31）,0.94%,2.07%,4.14%,9.45%,20.76%,18.10%,王啸,2年又34天,17.86%,3年又89天
海富通欣享灵活配置混合C,519228,0.80亿元（2019-12-31）,2.78%,4.82%,6.50%,14.18%,--,30.10%,杜晓海/谈云飞,1年又309天,20.14%,3年又259天/5年又222天
西部利得祥运混合C,673083,2.83亿元（2019-12-31）,2.18%,2.31%,3.51%,4.22%,1.77%,2.60%,林静/韩丽楠,2年又343天,1.35%,2年又343天/4年又216天
添富民安增益定开混合A,005329,4.48亿元（2019-12-31）,3.98%,4.94%,6.82%,10.29%,--,14.25%,胡昕炜/曾刚,172天,7.21%,3年又334天/11年又107天
华商创新成长混合发起式,000541,5.71亿元（2019-12-31）,9.75%,27.56%,33.21%,54.56%,24.38%,112.49%,梁皓,1年又235天,67.31%,2年又225天
博时优势企业(LOF)A,160526,12.78亿元（2019-12-31）,9.00%,15.12%,17.86%,--,--,26.39%,李洋/王俊,260天,23.73%,260天/5年又46天
工银绝对收益混合发起B,000672,1.04亿元（2019-12-31）,1.84%,6.98%,8.88%,12.67%,10.22%,16.50%,游凛峰,2年又72天,8.27%,10年又74天
金信行业优选混合发起式,002256,0.18亿元（2019-12-31）,7.21%,13.39%,21.85%,38.26%,14.29%,16.00%,杨仁眉,1年又219天,45.91%,1年又326天
交银瑞鑫定开混合,003900,3.75亿元（2019-12-31）,2.48%,4.15%,7.08%,12.76%,27.59%,27.99%,凌超/李娜,231天,8.81%,7年又206天/4年又217天
嘉实新思路混合,001755,3.35亿元（2019-12-31）,1.76%,2.39%,4.60%,6.53%,17.96%,21.38%,曲扬,165天,5.08%,8年又112天
光大欣鑫混合C,001904,2.37亿元（2019-12-31）,2.63%,3.82%,5.88%,8.03%,17.92%,28.49%,黄波/陈栋,8天,1.30%,150天/4年又329天
添富民安增益定开混合C,005330,1.50亿元（2019-12-31）,3.94%,4.84%,6.60%,9.85%,--,13.31%,胡昕炜/曾刚,172天,7.01%,3年又334天/11年又107天
上投安裕回报C,004824,2.15亿元（2019-12-31）,3.70%,8.06%,9.49%,18.82%,--,21.17%,陈圆明/施虓文/聂曙光,330天,15.35%,330天/3年又49天/9年又189天
富国天成红利混合,100029,9.15亿元（2019-12-31）,8.38%,18.97%,25.52%,42.20%,40.89%,273.22%,侯梧/俞晓斌,1年又338天,30.67%,3年又7天/3年又68天
海富通欣享灵活配置混合A,519229,2.53亿元（2019-12-31）,2.79%,4.85%,6.55%,13.74%,--,27.35%,杜晓海/谈云飞,1年又309天,18.04%,3年又259天/5年又222天
汇添富民营活力混合A,470009,40.95亿元（2019-12-31）,8.44%,20.16%,27.73%,41.48%,44.08%,379.86%,马翔,3年又362天,56.81%,3年又362天
西部利得祥运混合A,673081,0.55亿元（2019-12-31）,2.22%,2.44%,3.80%,4.60%,22.44%,23.59%,林静/韩丽楠,2年又343天,21.91%,2年又343天/4年又216天
海富通安颐收益混合C,002339,1.38亿元（2019-12-31）,2.62%,4.10%,5.16%,12.52%,26.09%,33.05%,夏妍妍/杜晓海,65天,2.41%,2年又62天/3年又259天
长信利信混合E,007294,2.86亿元（2019-12-31）,2.80%,5.07%,6.95%,--,--,10.37%,黄韵,313天,10.37%,5年又143天
南方荣发混合,003332,3.41亿元（2019-12-31）,1.41%,2.59%,3.23%,5.32%,14.44%,14.90%,王啸,22天,0.44%,3年又89天
中银颐利混合A,002614,2.02亿元（2019-12-31）,2.60%,3.72%,4.86%,8.34%,24.21%,26.57%,宋殿宇,2年又13天,13.86%,2年又25天
泰达宏利创金混合A,003414,1.06亿元（2019-12-31）,1.13%,1.47%,3.42%,6.57%,29.31%,30.63%,庄腾飞,163天,3.57%,4年又299天
国投瑞银融华债券,121001,2.50亿元（2019-12-31）,1.28%,1.95%,2.08%,-0.07%,-9.37%,390.17%,汤海波/颜文浩,161天,2.73%,7年又364天/5年又188天
华安智能生活混合,006879,74.64亿元（2019-12-31）,1.02%,15.27%,29.57%,--,--,75.50%,胡宜斌,304天,75.50%,4年又103天
东方鼎新灵活配置混合A,001196,0.97亿元（2019-12-31）,2.32%,3.86%,4.43%,12.54%,27.25%,36.03%,盛泽,1年又65天,43.08%,1年又207天
招商丰泰混合(LOF),161722,3.60亿元（2019-12-31）,3.36%,5.86%,7.86%,9.73%,5.37%,13.90%,姚飞军/张西林,203天,8.17%,3年又278天/2年又329天
嘉实新添益定期混合A,007266,3.23亿元（2019-12-31）,2.87%,4.60%,7.12%,--,--,7.26%,刘宁,211天,7.26%,7年又1天
浦银安盛经济带崛起混合C,008162,1.84亿元（2019-12-31）,2.43%,4.02%,--,--,--,5.04%,褚艳辉,128天,5.04%,5年又256天
东方红创新优选定开混合,169106,21.12亿元（2019-12-31）,1.98%,3.92%,4.75%,9.03%,--,19.60%,陈觉平/孔令超/饶刚,1年又255天,20.74%,1年又255天/3年又215天/12年又285天
海富通欣益混合A,519222,2.48亿元（2019-12-31）,2.35%,4.04%,5.89%,11.92%,31.11%,32.29%,朱斌全/夏妍妍,144天,5.45%,1年又98天/2年又62天
泓德致远混合A,004965,19.29亿元（2019-12-31）,3.13%,9.49%,14.47%,28.27%,--,50.09%,邬传雁,2年又190天,50.09%,4年又273天
泰达宏利创金混合C,003415,2.41亿元（2019-12-31）,1.11%,1.33%,3.20%,6.17%,28.09%,29.23%,庄腾飞,163天,3.37%,4年又299天
嘉实新添益定期混合C,007267,0.06亿元（2019-12-31）,2.81%,4.45%,6.80%,--,--,6.89%,刘宁,211天,6.89%,7年又1天
海富通安颐收益混合A,519050,3.87亿元（2019-12-31）,2.60%,4.10%,5.18%,11.98%,24.70%,75.62%,夏妍妍/杜晓海,65天,2.38%,2年又62天/3年又259天
华安成长创新混合,007460,7.53亿元（2019-12-31）,1.28%,16.77%,28.47%,--,--,43.58%,胡宜斌,254天,43.58%,4年又103天
富国转型机遇混合,005739,7.61亿元（2019-12-31）,8.27%,19.79%,28.56%,43.48%,--,31.86%,曹文俊,1年又317天,31.86%,5年又262天
东方鼎新灵活配置混合C,002192,3.43亿元（2019-12-31）,2.29%,3.78%,4.26%,12.00%,28.45%,31.45%,盛泽,1年又65天,42.48%,1年又207天
信诚至裕灵活配置混合A,003282,1.14亿元（2019-12-31）,2.70%,5.00%,5.86%,6.15%,19.52%,18.12%,韩海平,52天,3.11%,9年又177天
安信新成长混合A,003345,5.49亿元（2019-12-31）,1.95%,2.31%,3.42%,8.69%,21.29%,22.53%,庄园/陈一峰,3年又147天,22.40%,6年又228天/5年又322天
新华鑫弘灵活配置混合,003739,2.14亿元（2019-12-31）,1.31%,2.93%,7.40%,12.22%,25.77%,25.33%,刘晓晨,352天,12.75%,6年又349天
银河鑫利混合I,519646,2.21亿元（2019-12-31）,2.54%,5.22%,6.51%,12.90%,11.56%,13.01%,陈伯祯/刘铭/卢轶乔,130天,6.41%,1年又255天/3年又89天/7年又78天
泓德致远混合C,004966,1.28亿元（2019-12-31）,3.04%,9.26%,14.00%,27.23%,--,47.06%,邬传雁,2年又190天,47.06%,4年又273天
泓德泓富混合A,001357,28.18亿元（2019-12-31）,3.70%,14.25%,20.00%,28.54%,45.26%,64.87%,蔡丞丰/李倩,200天,23.02%,2年又223天/4年又78天
南方安养混合,005397,2.46亿元（2019-12-31）,1.08%,2.85%,4.48%,8.10%,--,13.36%,吴剑毅,2年又30天,13.36%,5年又234天
安信新成长混合C,003346,0.65亿元（2019-12-31）,1.93%,2.26%,3.31%,8.47%,20.59%,21.71%,庄园/陈一峰,3年又147天,21.71%,6年又228天/5年又322天
南方安颐混合,003476,3.87亿元（2019-12-31）,1.80%,3.21%,4.49%,8.15%,12.35%,13.38%,吴剑毅,3年又84天,13.38%,5年又234天
信诚至裕灵活配置混合C,003283,3.36亿元（2019-12-31）,2.69%,4.97%,5.78%,5.97%,7.83%,6.44%,韩海平,52天,3.10%,9年又177天
诺安优势行业混合C,002053,0.00亿元（2019-12-31）,3.19%,6.67%,6.42%,6.99%,7.49%,8.16%,裴禹翔/吴博俊,3年又194天,4.50%,4年又31天/5年又268天
浦银安盛经济带崛起混合,519175,1.84亿元（2019-12-31）,2.46%,4.16%,5.35%,15.66%,15.66%,15.89%,褚艳辉,3年又29天,15.89%,5年又256天
海富通欣益混合C,519221,0.77亿元（2019-12-31）,2.41%,4.08%,5.82%,11.88%,50.82%,51.88%,朱斌全/夏妍妍,144天,5.43%,1年又98天/2年又62天
中银产业精选混合,005029,0.53亿元（2019-12-31）,4.87%,20.96%,22.65%,--,--,45.65%,吴印,312天,45.65%,8年又267天
华安媒体互联网混合,001071,115.39亿元（2019-12-31）,1.58%,15.31%,31.17%,57.24%,110.61%,118.40%,胡宜斌,3年又168天,93.62%,4年又103天
诺安优势行业混合A,000538,1.14亿元（2019-12-31）,3.26%,6.58%,6.42%,6.99%,7.57%,39.30%,裴禹翔/吴博俊,3年又194天,4.58%,4年又31天/5年又268天
信诚新选混合A,001402,3.55亿元（2019-12-31）,2.34%,3.99%,5.49%,2.72%,2.91%,9.50%,提云涛,3年又105天,3.69%,4年又6天
泓德泓富混合C,001376,0.02亿元（2019-12-31）,3.65%,14.10%,19.70%,27.90%,43.08%,61.62%,蔡丞丰/李倩,200天,22.68%,2年又223天/4年又78天
景顺长城能源基建混合,260112,13.32亿元（2019-12-31）,-0.65%,3.62%,1.91%,7.54%,20.48%,151.99%,鲍无可,5年又7天,66.12%,5年又255天
长城安心回报混合,200007,16.04亿元（2019-12-31）,10.27%,19.71%,22.05%,40.06%,43.76%,303.57%,何以广,2年又357天,42.38%,4年又287天
天弘通利混合,000573,6.27亿元（2019-12-31）,2.31%,4.01%,4.80%,11.88%,20.19%,47.00%,钱文成/姜晓丽,29天,2.15%,7年又52天/7年又218天
泰康安泰回报混合,002331,3.96亿元（2019-12-31）,3.30%,4.51%,6.05%,9.61%,15.01%,17.53%,陈怡/任翀,2年又119天,14.56%,2年又323天/3年又350天
万家颐达灵活配置混合,519197,1.84亿元（2019-12-31）,5.57%,8.24%,8.38%,9.26%,14.51%,13.65%,陈奕雯,86天,8.02%,1年又15天
圆信永丰优悦生活混合,004959,10.71亿元（2019-12-31）,10.08%,21.47%,20.20%,25.11%,--,22.48%,肖世源/范妍,2年又38天,22.48%,2年又260天/4年又132天
鹏华弘益混合C,001337,7.42亿元（2019-12-31）,2.35%,5.35%,7.01%,14.78%,22.96%,28.30%,汤志彦/张栓伟/李韵怡,2年又236天,20.59%,2年又236天/3年又196天/4年又229天
东方红稳健精选混合C,001204,0.53亿元（2019-12-31）,2.06%,5.12%,4.85%,12.01%,34.21%,50.99%,孔令超/纪文静,1年又234天,18.89%,3年又215天/4年又238天
易方达瑞弘混合A,003882,7.57亿元（2019-12-31）,3.70%,9.12%,13.57%,22.51%,45.54%,46.11%,林森,2年又34天,31.94%,4年又101天
南方致远混合C,007416,1.68亿元（2019-12-31）,2.59%,5.13%,5.45%,--,--,7.58%,孙鲁闽,282天,7.58%,9年又86天
南方致远混合A,007415,7.02亿元（2019-12-31）,2.66%,5.30%,5.77%,--,--,8.09%,孙鲁闽,282天,8.09%,9年又86天
光大保德信诚鑫混合C,003116,2.68亿元（2019-12-31）,2.58%,3.28%,4.05%,12.15%,10.46%,11.41%,翟云飞/曾小丽,10天,0.91%,4年又33天/1年又349天
信诚新选混合B,002030,0.01亿元（2019-12-31）,2.37%,3.95%,5.57%,2.56%,2.76%,8.00%,提云涛,3年又105天,3.45%,4年又6天
泰康景泰回报混合A,005014,6.00亿元（2019-12-31）,2.36%,4.31%,4.84%,12.01%,--,17.27%,宋仁杰/黄钟,57天,2.78%,173天/166天
易方达瑞弘混合C,003883,0.00亿元（2019-12-31）,3.68%,9.06%,13.46%,22.45%,45.07%,45.61%,林森,2年又34天,31.58%,4年又101天
泰康景泰回报混合C,005015,0.00亿元（2019-12-31）,2.33%,4.27%,4.69%,12.01%,--,16.94%,宋仁杰/黄钟,57天,2.73%,173天/166天
工银新能源汽车混合A,005939,0.37亿元（2019-12-31）,-2.17%,26.43%,38.26%,29.20%,--,57.37%,杜洋/闫思倩,1年又114天,57.37%,5年又21天/2年又142天
易方达新益混合E,001315,0.60亿元（2019-12-31）,5.25%,10.67%,14.46%,21.95%,46.80%,140.60%,韩阅川,161天,14.52%,255天
东方红稳健精选混合A,001203,2.87亿元（2019-12-31）,2.10%,5.25%,5.11%,12.46%,36.08%,49.68%,孔令超/纪文静,1年又234天,19.75%,3年又215天/4年又238天
国寿安保稳信混合C,004302,0.19亿元（2019-12-31）,3.88%,5.47%,6.13%,11.58%,--,22.48%,张标/李丹/董瑞倩,192天,6.97%,1年又338天/4年又34天/5年又228天
鹏华弘益混合A,001336,0.08亿元（2019-12-31）,2.35%,5.36%,7.04%,14.88%,23.38%,30.38%,汤志彦/张栓伟/李韵怡,2年又236天,20.90%,2年又236天/3年又196天/4年又229天
光大保德信诚鑫混合A,003115,0.04亿元（2019-12-31）,2.60%,3.38%,4.24%,12.54%,9.35%,10.42%,翟云飞/曾小丽,10天,0.91%,4年又33天/1年又349天
工银新能源汽车混合C,005940,0.41亿元（2019-12-31）,-2.20%,26.25%,37.88%,28.37%,--,55.13%,杜洋/闫思倩,1年又114天,55.13%,5年又21天/2年又142天
华商元亨灵活配置混合,004206,3.22亿元（2019-12-31）,8.71%,13.20%,14.13%,18.40%,3.82%,4.05%,胡中原,67天,10.55%,354天
南方宝泰一年混合A,008209,15.64亿元（2019-12-27）,1.02%,--,--,--,--,1.28%,林乐峰,71天,1.28%,3年又343天
中科沃土转型升级混合,005281,0.57亿元（2019-12-31）,0.92%,15.30%,19.05%,14.17%,--,2.25%,孟禄程/徐力,108天,15.13%,120天/213天
南方宝泰一年混合C,008210,7.48亿元（2019-12-27）,0.98%,--,--,--,--,1.17%,林乐峰,71天,1.17%,3年又343天
中信建投轮换混合A,003822,0.48亿元（2019-12-31）,12.71%,29.54%,32.75%,39.64%,--,57.63%,栾江伟,1年又50天,57.63%,4年又11天
长盛盛世混合C,002157,0.96亿元（2019-12-31）,2.89%,5.33%,6.69%,9.65%,12.40%,16.33%,李琪,150天,7.01%,4年又299天
中信建投轮换混合C,003823,0.99亿元（2019-12-31）,12.67%,29.41%,32.49%,39.09%,--,56.94%,栾江伟,1年又50天,56.94%,4年又11天
东方盛世灵活配置混合,002497,2.99亿元（2019-12-31）,0.91%,2.11%,2.81%,8.42%,19.76%,23.19%,王然/周薇,2年又171天,15.35%,4年又313天/5年又193天
广发聚盛混合A,002025,3.47亿元（2019-12-31）,2.14%,3.17%,4.71%,9.52%,22.50%,37.12%,洪志/谢军,291天,8.72%,1年又57天/13年又180天
华夏睿磐泰茂混合A,004720,2.01亿元（2019-12-31）,2.60%,4.19%,4.85%,7.61%,--,9.43%,宋洋/魏镇江/张弘弢,1年又332天,10.08%,3年又110天/10年又34天/10年又243天
财通多策略福鑫定开混合,501046,2.53亿元（2019-12-31）,12.04%,26.82%,28.58%,55.20%,--,85.58%,金梓才,240天,74.32%,5年又110天
银华智荟分红收益混合,005447,0.23亿元（2019-12-31）,2.58%,11.31%,16.25%,13.33%,--,3.11%,秦锋,2年又23天,3.11%,2年又161天
华夏睿磐泰茂混合C,004721,1.02亿元（2019-12-31）,2.58%,4.12%,4.69%,7.29%,--,8.69%,宋洋/魏镇江/张弘弢,1年又332天,9.46%,3年又110天/10年又34天/10年又243天
融通动力先锋混合,161609,11.69亿元（2019-12-31）,8.83%,14.26%,18.43%,21.61%,23.91%,197.86%,朱丹,3年又222天,27.14%,9年又86天
国泰安康定期支付混合A,000367,3.61亿元（2019-12-31）,2.98%,5.29%,6.71%,7.28%,22.95%,59.10%,王琳,2年又209天,18.47%,3年又42天
广发百发大数据精选混合A,001741,0.93亿元（2019-12-31）,5.99%,8.26%,10.97%,7.82%,1.05%,6.20%,赵杰,199天,15.06%,1年又252天
中科沃土沃瑞混合A,005855,0.13亿元（2019-12-31）,9.24%,35.09%,30.47%,45.59%,--,54.66%,林皓/黄艺明,113天,33.59%,120天/1年又224天
华商万众创新混合,002669,1.07亿元（2019-12-31）,10.24%,30.52%,40.43%,59.15%,33.03%,31.30%,梁皓,2年又73天,66.84%,2年又225天
广发百发大数据精选混合E,001742,0.45亿元（2019-12-31）,5.99%,8.27%,10.87%,7.83%,1.05%,6.10%,赵杰,199天,15.08%,1年又252天
宝盈先进制造混合C,007579,0.08亿元（2019-12-31）,7.63%,30.33%,46.68%,--,--,71.70%,李进,250天,71.70%,3年又144天
景顺长城领先回报混合A,001362,2.99亿元（2019-12-31）,3.11%,5.06%,6.24%,8.76%,27.42%,39.90%,徐喻军/万梦,2年又271天,24.69%,5年又324天/4年又248天
中科沃土沃瑞混合C,005856,0.02亿元（2019-12-31）,9.30%,35.23%,30.38%,44.92%,--,53.77%,林皓/黄艺明,113天,33.68%,120天/1年又224天
工银新得益混合,002006,4.50亿元（2019-12-31）,3.07%,5.23%,6.08%,9.63%,29.60%,30.90%,张洋,2年又13天,15.94%,4年又204天
申万菱信新能源汽车混合,001156,5.31亿元（2019-12-31）,-0.45%,25.48%,40.04%,44.82%,43.09%,31.50%,任琳娜,331天,43.87%,2年又101天
华夏新起点混合A,002604,0.87亿元（2019-12-31）,6.59%,11.21%,11.77%,20.07%,32.32%,31.00%,陈虎,201天,11.97%,6年又324天
嘉实成长收益混合A,070001,31.77亿元（2019-12-31）,8.85%,12.50%,7.05%,10.64%,10.37%,1042.46%,胡涛,109天,7.47%,10年又122天
华夏新起点混合C,008213,0.00亿元（2019-12-31）,6.62%,11.16%,--,--,--,10.03%,陈虎,113天,10.03%,6年又324天
交银恒益灵活配置混合,004975,4.02亿元（2019-12-31）,2.60%,4.45%,6.92%,10.20%,--,12.68%,凌超/李娜,191天,7.45%,7年又206天/4年又217天
国寿安保稳信混合A,004301,3.04亿元（2019-12-31）,3.88%,5.46%,6.14%,11.64%,--,22.78%,张标/李丹/董瑞倩,192天,6.98%,1年又338天/4年又34天/5年又228天
国泰安康定期支付混合C,002061,0.02亿元（2019-12-31）,2.93%,5.27%,6.63%,7.19%,22.53%,132.77%,王琳,2年又209天,18.10%,3年又42天
信诚新旺混合(LOF)A,165526,3.65亿元（2019-12-31）,2.19%,3.98%,5.49%,8.47%,24.98%,30.60%,杨立春/提云涛,53天,2.11%,4年又334天/4年又6天
长城改革红利混合,001255,4.31亿元（2019-12-31）,6.24%,19.56%,20.82%,32.14%,4.72%,-17.48%,赵凤飞,1年又0天,35.63%,2年又0天
易方达瑞选灵活配置混合E,001444,0.38亿元（2019-12-31）,5.02%,9.92%,14.08%,22.59%,47.33%,55.00%,韩阅川/林森,217天,17.58%,255天/4年又101天
汇添富稳健增长混合A,008025,64.43亿元（2019-11-05）,1.99%,2.39%,--,--,--,2.39%,胡昕炜,123天,2.39%,3年又334天
华安新活力混合,000590,4.22亿元（2019-12-31）,1.81%,2.69%,3.18%,7.59%,22.08%,58.22%,贺涛,3年又28天,22.17%,11年又314天
博时战略新兴产业混合,004677,0.21亿元（2019-12-31）,4.13%,16.64%,21.45%,33.82%,--,56.30%,蔡滨,2年又211天,56.30%,5年又73天
南方安福混合A,005059,3.28亿元（2019-12-31）,2.25%,4.47%,5.42%,9.08%,--,14.29%,吴剑毅,2年又126天,14.29%,5年又234天
易方达新益混合I,001314,3.58亿元（2019-12-31）,5.23%,10.70%,14.56%,22.21%,47.51%,81.00%,韩阅川,161天,14.63%,255天
嘉实泰和混合,000595,41.19亿元（2019-12-31）,6.27%,20.75%,26.50%,62.14%,89.98%,261.90%,归凯,3年又363天,105.04%,3年又363天
汇添富稳健增长混合C,008026,66.44亿元（2019-11-05）,1.95%,2.28%,--,--,--,2.25%,胡昕炜,123天,2.25%,3年又334天
南方荣年C,004447,0.18亿元（2019-12-31）,2.45%,3.43%,4.45%,8.43%,--,18.18%,黄斌斌,1年又224天,12.45%,2年又27天
中海顺鑫灵活配置混合,002213,0.40亿元（2019-12-31）,3.73%,32.58%,45.34%,58.48%,53.45%,54.22%,刘俊,1年又279天,59.06%,10年又7天
南方荣年A,004446,2.61亿元（2019-12-31）,2.50%,3.58%,4.75%,9.08%,--,20.08%,黄斌斌,1年又224天,13.53%,2年又27天
红土创新转型精选灵(LOF),168401,0.32亿元（2019-12-31）,4.21%,11.34%,12.87%,32.19%,43.72%,45.69%,盖俊龙/朱然,1年又84天,49.09%,4年又292天/2年又121天
南方利达C,001567,0.89亿元（2019-12-31）,2.00%,3.83%,4.68%,9.93%,22.27%,29.61%,吴剑毅,4年又244天,29.61%,5年又234天
前海开源沪港深强国产业混合,004321,1.61亿元（2019-12-31）,0.98%,0.56%,4.27%,7.11%,6.70%,6.71%,吴国清,213天,7.04%,4年又165天
汇添富安鑫智选混合A,001796,4.59亿元（2019-12-31）,5.28%,11.56%,11.57%,25.84%,37.44%,44.73%,郑慧莲/曾刚,61天,7.41%,2年又86天/11年又107天
招商兴福混合A,003861,0.22亿元（2019-12-31）,2.70%,6.52%,8.42%,13.78%,13.36%,14.69%,张韵,2年又223天,10.82%,4年又151天
上投摩根双核平衡混合,373020,3.87亿元（2019-12-31）,3.17%,14.46%,23.58%,50.87%,51.01%,254.72%,陈思郁,232天,46.08%,4年又217天
南方安福混合C,007569,0.00亿元（2019-12-31）,2.20%,4.31%,5.10%,--,--,6.36%,吴剑毅,255天,6.36%,5年又234天
东方新策略灵活配置混合A,001318,1.89亿元（2019-12-31）,3.22%,4.70%,6.38%,8.39%,1.25%,6.05%,李瑞,1年又2天,8.39%,2年又83天
易方达瑞祺灵活配置混合E,001748,0.00亿元（2019-12-31）,5.69%,10.30%,13.06%,16.93%,--,26.40%,韩阅川,142天,12.56%,255天
南方绝对收益,000844,3.61亿元（2019-12-31）,1.89%,4.63%,5.13%,9.99%,25.09%,44.15%,李佳亮,3年又68天,23.54%,3年又215天
财通科创主题3年封闭混合,501085,9.41亿元（2020-01-23）,7.51%,25.37%,29.27%,--,--,30.43%,金梓才,240天,30.43%,5年又110天
华商鑫安灵活混合,004895,1.15亿元（2019-12-31）,10.02%,30.34%,38.79%,44.01%,--,26.30%,梁皓,191天,43.20%,2年又225天
东方新策略灵活配置混合C,002060,0.92亿元（2019-12-31）,3.19%,4.62%,6.14%,7.95%,3.98%,7.51%,李瑞,1年又2天,7.95%,2年又83天
兴业聚鑫灵活配置混合A,002498,3.97亿元（2019-12-31）,3.87%,6.59%,7.05%,13.60%,24.24%,29.81%,腊博,3年又317天,29.81%,6年又36天
大摩领先优势混合,233006,3.97亿元（2019-12-31）,11.11%,20.10%,17.84%,16.95%,22.89%,138.36%,何晓春,172天,19.14%,5年又361天
景顺长城泰和回报混合A,001506,0.57亿元（2019-12-31）,0.48%,1.21%,1.95%,5.82%,18.96%,25.50%,万梦,3年又135天,19.18%,4年又248天
中银益利混合A,002616,4.39亿元（2019-12-31）,2.57%,5.53%,6.05%,11.51%,34.25%,34.52%,杨成,3年又317天,34.52%,8年又58天
前海开源恒泽混合A,002690,0.30亿元（2019-12-31）,1.48%,1.65%,1.80%,2.21%,8.71%,9.36%,刘静/丁骏,3年又236天,9.36%,9年又133天/11年又91天
华夏圆和混合,003300,6.10亿元（2019-12-31）,1.86%,3.19%,4.22%,4.79%,20.62%,22.37%,董阳阳,1年又81天,6.60%,6年又363天
中加紫金灵活配置混合A,005373,0.35亿元（2019-12-31）,9.79%,16.32%,15.42%,13.96%,--,7.42%,许飞虎,136天,16.58%,1年又304天
上投摩根安通回报混合A,004361,0.17亿元（2019-12-31）,1.24%,5.77%,8.40%,11.30%,--,21.16%,施虓文/聂曙光,330天,10.57%,3年又49天/9年又189天
中银证券祥瑞混合A,004917,0.11亿元（2019-12-31）,8.55%,18.41%,19.84%,14.48%,--,15.37%,阳桦/王玉玺,199天,22.49%,199天/3年又55天
