基金名称,基金代码,基金规模,近1月,近3月,近6月,近1年,近3年,成立来,基金经理,任职时间,任期收益,总任职时间
中邮中证500指数增强A,590007,0.36亿元（2019-12-31）,9.20%,14.99%,14.75%,13.93%,-8.48%,65.03%,王喆,47天,5.06%,1年又112天
益民中证智能消费,004354,0.07亿元（2019-12-31）,6.80%,20.73%,24.99%,25.27%,--,16.78%,赵若琼,2年又304天,16.78%,3年又8天
中邮中证500指数增强C,008124,0.00亿元（2019-12-31）,9.21%,--,--,--,--,12.37%,王喆,47天,5.11%,1年又112天
博道中证500增强A,006593,2.32亿元（2019-12-31）,10.18%,16.19%,15.27%,23.05%,--,42.64%,杨梦,1年又64天,42.64%,1年又210天
博道中证500增强C,006594,1.04亿元（2019-12-31）,10.16%,16.10%,15.09%,22.68%,--,42.13%,杨梦,1年又64天,42.13%,1年又210天
创金合信国证A股指数C,005415,0.06亿元（2019-12-31）,8.93%,11.88%,9.84%,10.73%,--,4.00%,陈龙,2年又70天,4.00%,2年又70天
创金合信国证A股指数A,005414,0.06亿元（2019-12-31）,8.95%,11.92%,9.97%,11.11%,--,4.79%,陈龙,2年又70天,4.79%,2年又70天
国投瑞银中证消费服务指数,161213,0.37亿元（2019-12-31）,6.12%,8.37%,7.61%,21.95%,33.26%,83.90%,赵建,5年又198天,99.46%,6年又164天
信诚中证TMT产业主题分级,165522,1.38亿元（2019-12-31）,10.02%,24.16%,26.98%,27.76%,13.67%,30.72%,黄稚,171天,26.42%,1年又226天
浙商中证500指数增强A,002076,1.80亿元（2019-12-31）,9.63%,16.87%,17.35%,18.10%,4.48%,9.79%,王剑,102天,19.32%,213天
浙商中证500指数增强C,007386,0.11亿元（2019-12-31）,9.59%,16.76%,17.23%,--,--,11.87%,王剑,102天,19.21%,213天
中金MSCI低波动A,006343,0.17亿元（2019-12-31）,3.38%,1.60%,0.39%,6.05%,--,23.44%,朱宝臣,1年又142天,23.44%,1年又142天
中金MSCI低波动C,006344,0.00亿元（2019-12-31）,3.36%,1.53%,0.27%,5.83%,--,23.35%,朱宝臣,1年又142天,23.35%,1年又142天
东吴中证新兴指数,585001,0.80亿元（2019-12-31）,8.82%,19.67%,19.45%,19.56%,12.56%,30.80%,周健/周鑫怿,49天,5.06%,7年又142天/1年又277天
富荣中证500指数C,004791,0.15亿元（2019-12-31）,2.24%,13.95%,16.30%,11.94%,--,11.03%,邓宇翔,1年又102天,28.25%,1年又343天
富荣中证500指数A,004790,0.02亿元（2019-12-31）,2.24%,14.00%,16.39%,12.09%,--,11.29%,邓宇翔,1年又102天,28.47%,1年又343天
信诚中证信息安全指数分级,165523,1.55亿元（2019-12-31）,12.79%,29.62%,23.70%,26.09%,21.14%,-31.38%,黄稚,171天,24.27%,1年又226天
鹏华中证国防指数分级,160630,65.48亿元（2019-12-31）,13.45%,17.43%,7.21%,13.46%,-22.17%,-19.57%,陈龙,354天,10.52%,3年又262天
申万菱信深证成指分级,163109,29.56亿元（2019-12-31）,8.51%,15.90%,16.07%,18.27%,9.11%,-15.50%,龚丽丽,1年又141天,58.11%,4年又141天
华宝标普中国A股红利机会指数A,501029,22.73亿元（2019-12-31）,7.15%,7.51%,7.00%,-1.86%,2.65%,4.23%,陈建华/胡洁,77天,4.53%,7年又77天/7年又144天
华宝标普中国A股红利机会指数C,005125,0.21亿元（2019-12-31）,7.12%,7.41%,6.78%,-2.25%,--,-4.87%,陈建华/胡洁,77天,4.44%,7年又77天/7年又144天
鹏华高铁分级,160639,1.11亿元（2019-12-31）,11.54%,9.28%,5.01%,-8.93%,-28.72%,-63.71%,张羽翔,3年又83天,-25.57%,4年又173天
浦银安盛基本面400指数,519117,0.42亿元（2019-12-31）,8.97%,11.10%,8.12%,4.86%,-6.76%,53.10%,陈士俊,7年又299天,53.10%,9年又90天
鹏华互联网分级,160636,1.34亿元（2019-12-31）,10.20%,25.50%,29.78%,42.28%,36.32%,-11.18%,张羽翔,1年又314天,42.32%,4年又173天
广发百发100指数E,000827,4.02亿元（2019-12-31）,11.64%,26.58%,29.83%,52.58%,42.18%,81.65%,季峰,3年又223天,52.91%,5年又139天
融通人工智能指数(LOF),161631,5.21亿元（2019-12-31）,11.93%,31.70%,30.67%,43.66%,--,46.61%,何天翔,2年又332天,46.61%,5年又135天
申万菱信中证500指数增强C,007795,2.04亿元（2019-12-31）,10.21%,18.47%,21.94%,--,--,38.33%,俞诚/袁英杰,212天,38.33%,4年又96天/5年又38天
南方中证500量化增强A,002906,3.91亿元（2019-12-31）,6.44%,14.51%,11.68%,12.53%,2.76%,4.20%,崔蕾/李佳亮,1年又120天,33.08%,1年又120天/3年又215天
南方中证500量化增强C,002907,1.36亿元（2019-12-31）,6.38%,14.38%,11.42%,12.03%,1.57%,3.40%,崔蕾/李佳亮,1年又120天,32.39%,1年又120天/3年又215天
南方大数据100C,004344,0.05亿元（2019-12-31）,11.75%,22.83%,19.23%,10.25%,-15.45%,-15.23%,钱厚翔,253天,22.54%,324天
建信精工制造指数增强,001397,0.89亿元（2019-12-31）,9.16%,9.94%,10.58%,20.50%,11.63%,25.49%,叶乐天,4年又195天,25.49%,7年又353天
申万菱信中证500指数增强A,002510,2.06亿元（2019-12-31）,10.24%,18.54%,22.11%,32.62%,18.52%,28.87%,袁英杰/俞诚,2年又212天,23.94%,5年又38天/4年又96天
南方大数据100A,001113,28.50亿元（2019-12-31）,11.78%,22.95%,19.45%,10.69%,-14.49%,-22.31%,钱厚翔,253天,22.87%,324天
汇添富中证环境治理指数C,501031,0.42亿元（2019-12-31）,12.30%,12.45%,4.52%,-5.97%,-40.39%,-39.39%,赖中立,3年又69天,-39.39%,7年又128天
富国中证移动互联网指数分级,161025,12.05亿元（2019-12-31）,10.78%,26.21%,30.79%,44.08%,27.57%,26.48%,牛志冬/王保合,4年又300天,-38.15%,4年又300天/9年又7天
汇添富中证环境治理指数A,501030,0.52亿元（2019-12-31）,12.35%,12.55%,4.69%,-5.79%,-40.31%,-39.30%,赖中立,3年又69天,-39.30%,7年又128天
南方中证高铁产业指数分级,160135,1.81亿元（2019-12-31）,10.09%,5.88%,0.58%,-10.28%,-25.98%,-52.21%,孙伟,3年又222天,-11.81%,4年又291天
工银中证高铁产业指数分级,164820,0.28亿元（2019-12-31）,9.42%,4.67%,-1.31%,-16.42%,-36.93%,-57.27%,赵栩/刘伟琳,3年又170天,-31.00%,8年又143天/5年又143天
中金MSCI中国A股价值指数A,006349,0.15亿元（2019-12-31）,5.66%,5.14%,1.66%,-1.13%,--,18.53%,朱宝臣,1年又42天,18.53%,1年又142天
中金MSCI中国A股价值指数C,006350,0.01亿元（2019-12-31）,5.64%,5.06%,1.52%,-1.34%,--,18.26%,朱宝臣,1年又42天,18.26%,1年又142天
万家中证红利指数(LOF),161907,0.42亿元（2019-12-31）,7.18%,4.39%,1.47%,0.02%,12.57%,69.85%,杨坤,130天,3.24%,135天
诺德深证300指数分级,165707,0.05亿元（2019-12-31）,7.39%,13.48%,13.34%,10.10%,-3.55%,43.03%,杨霞辉,2年又337天,-4.30%,2年又337天
方正富邦消费红利指数增强(LOF),501089,2.06亿元（2019-12-24）,8.66%,3.60%,--,--,--,3.59%,吴昊,99天,3.59%,1年又254天
大成中证红利指数A,090010,17.55亿元（2019-12-31）,6.47%,3.77%,0.60%,-1.15%,21.19%,83.97%,夏高,5年又76天,59.83%,5年又93天
南方中证互联网指数分级,160137,1.81亿元（2019-12-31）,9.70%,22.64%,21.87%,22.85%,33.24%,5.03%,龚涛,239天,38.34%,239天
广发百发100指数A,000826,2.47亿元（2019-12-31）,11.63%,26.54%,29.77%,52.47%,42.10%,81.88%,季峰,3年又223天,52.80%,5年又139天
东财中证通信C,008327,7.99亿元（2020-01-20）,17.80%,--,--,--,--,8.66%,吴逸,47天,8.66%,95天
大成中证红利指数C,007801,0.59亿元（2019-12-31）,6.41%,3.71%,0.48%,--,--,3.39%,夏高,218天,3.39%,5年又93天
华宝标普中国A股质量价值,501069,0.40亿元（2019-12-31）,12.02%,13.45%,14.24%,19.49%,--,19.90%,陈建华/胡洁,77天,11.39%,7年又77天/7年又144天
东财中证通信A,008326,2.22亿元（2020-01-20）,17.82%,--,--,--,--,8.69%,吴逸,47天,8.69%,95天
汇添富上证综合指数,470007,10.98亿元（2019-12-31）,5.87%,4.00%,1.61%,1.32%,6.15%,19.63%,吴振翔,8年又105天,55.57%,10年又32天
东海社会安全,001899,0.41亿元（2019-12-31）,9.23%,19.42%,15.36%,12.21%,-1.88%,-21.90%,胡德军,2年又285天,1.30%,4年又133天
汇添富沪深300安中指数,000368,3.42亿元（2019-12-31）,9.54%,13.37%,11.96%,17.22%,28.19%,75.23%,吴振翔,6年又123天,75.23%,10年又32天
招商中证煤炭等权指数分级,161724,5.38亿元（2019-12-31）,8.53%,-0.53%,-6.71%,-11.51%,-24.13%,-39.94%,侯昊,2年又184天,-37.01%,2年又198天
景顺长城中证500增强,006682,10.71亿元（2019-12-31）,9.59%,11.67%,8.02%,--,--,6.21%,徐喻军/黎海威,348天,6.21%,5年又324天/6年又131天
泰信中证200指数,290010,0.54亿元（2019-12-31）,8.58%,14.02%,13.44%,12.87%,5.29%,13.63%,张彦,5年又62天,10.19%,5年又62天
中金MSCI质量A,006341,0.57亿元（2019-12-31）,4.98%,8.67%,10.83%,33.46%,--,64.40%,朱宝臣,1年又106天,64.40%,1年又142天
中金MSCI质量C,006342,0.27亿元（2019-12-31）,4.96%,8.59%,10.71%,33.40%,--,64.26%,朱宝臣,1年又106天,64.26%,1年又142天
富国中证工业4.0指数分级,161031,15.47亿元（2019-12-31）,5.99%,27.05%,34.97%,47.91%,25.82%,-28.23%,张圣贤,57天,15.38%,4年又277天
融通深证成份指数A,161612,1.38亿元（2019-12-31）,8.64%,16.88%,18.51%,23.10%,19.91%,3.07%,蔡志伟,3年又60天,22.95%,5年又26天
融通深证成份指数C,004875,0.04亿元（2019-12-31）,8.68%,16.78%,18.30%,22.64%,--,15.84%,蔡志伟,2年又246天,15.84%,5年又26天
广发中证全指汽车指数C,004855,0.48亿元（2019-12-31）,13.05%,13.22%,4.82%,-0.34%,--,-17.44%,罗国庆,2年又220天,-17.44%,4年又147天
广发中证全指汽车指数A,004854,0.38亿元（2019-12-31）,13.06%,13.25%,4.88%,-0.35%,--,-17.41%,罗国庆,2年又220天,-17.41%,4年又147天
长盛同瑞中证200分级,160808,0.11亿元（2019-12-31）,8.78%,13.34%,12.46%,11.84%,2.52%,19.64%,陈亘斯,281天,21.07%,282天
申万菱信中证500指数优选增强C,007794,0.44亿元（2019-12-31）,9.08%,13.60%,14.10%,--,--,23.24%,袁英杰,212天,23.24%,5年又38天
长安沪深300非周期,740101,0.53亿元（2019-12-31）,6.81%,9.39%,9.39%,17.37%,22.67%,87.72%,林忠晶,1年又73天,46.82%,5年又41天
申万菱信中证500指数优选增强A,003986,9.58亿元（2019-12-31）,9.10%,13.68%,14.25%,26.22%,38.06%,46.74%,袁英杰,3年又57天,46.74%,5年又38天
兴全沪深300指数(LOF)A,163407,50.52亿元（2019-12-31）,5.00%,5.86%,4.88%,14.43%,47.62%,114.69%,申庆,9年又128天,114.69%,9年又128天
兴全沪深300指数(LOF)C,007230,1.16亿元（2019-12-31）,4.97%,5.76%,4.84%,--,--,17.09%,申庆,276天,17.09%,9年又128天
大摩深证300指数增强,233010,0.45亿元（2019-12-31）,7.48%,15.15%,16.10%,19.03%,15.46%,69.50%,余斌,196天,22.47%,5年又196天
工银中证传媒指数分级,164818,0.72亿元（2019-12-31）,1.61%,17.20%,15.75%,3.12%,-32.13%,-69.57%,刘伟琳,2年又233天,-14.53%,5年又143天
富国中证红利指数增强,100032,39.41亿元（2019-12-31）,6.65%,4.81%,1.84%,0.77%,16.36%,211.00%,方旻/徐幼华,5年又110天,97.66%,5年又110天/8年又301天
交银中证环境治理(LOF),164908,1.14亿元（2019-12-31）,11.00%,12.35%,3.35%,-9.02%,-45.00%,-44.50%,蔡铮,4年又208天,-44.50%,7年又72天
博时中证淘金大数据100I,001243,1.77亿元（2019-12-31）,7.82%,13.32%,12.29%,18.03%,11.14%,2.85%,杨振建/桂征辉,1年又95天,34.62%,1年又95天/4年又231天
博时中证淘金大数据100A,001242,9.90亿元（2019-12-31）,7.82%,13.33%,12.30%,18.03%,11.14%,2.82%,杨振建/桂征辉,1年又95天,34.62%,1年又95天/4年又231天
广发深证100指数分级,162714,0.31亿元（2019-12-31）,7.14%,12.67%,14.88%,22.24%,38.93%,64.65%,罗国庆,3年又223天,45.97%,4年又147天
天弘中证800指数A,001588,1.17亿元（2019-12-31）,7.59%,9.88%,10.03%,15.03%,26.94%,4.47%,张子法,116天,11.34%,2年又325天
天弘中证800指数C,001589,0.27亿元（2019-12-31）,7.58%,9.83%,9.90%,14.78%,26.09%,3.34%,张子法,116天,11.26%,2年又325天
建信MSCI中国A股指数增强A,007806,2.63亿元（2019-11-13）,7.60%,6.62%,--,--,--,7.05%,赵云煜/叶乐天,115天,7.05%,1年又112天/7年又353天
建信MSCI中国A股指数增强C,007807,2.79亿元（2019-11-15）,7.57%,6.53%,--,--,--,6.92%,赵云煜/叶乐天,115天,6.92%,1年又112天/7年又353天
平安深证300指数增强,700002,0.83亿元（2019-12-31）,8.55%,16.81%,18.35%,27.56%,27.31%,111.89%,DANIEL DONGNING SUN,138天,22.10%,2年又184天
恒生前海中证质量成长C,006144,0.00亿元（2019-12-31）,7.58%,12.09%,13.25%,--,--,14.78%,杨伟,247天,12.99%,3年又217天
创金合信国证1000指数A,005563,0.05亿元（2019-12-31）,8.02%,9.86%,8.00%,10.86%,--,7.97%,陈龙,2年又29天,7.97%,2年又70天
恒生前海中证质量成长A,006143,0.39亿元（2019-12-31）,7.62%,12.20%,13.45%,--,--,15.09%,杨伟,247天,13.27%,3年又217天
创金合信国证1000指数C,005564,0.05亿元（2019-12-31）,8.02%,9.81%,7.91%,10.64%,--,7.54%,陈龙,2年又29天,7.54%,2年又70天
天弘中证计算机主题指数A,001629,2.31亿元（2019-12-31）,13.08%,27.17%,20.75%,28.14%,33.98%,-6.47%,张子法,116天,28.62%,2年又325天
天弘中证计算机主题指数C,001630,8.15亿元（2019-12-31）,13.07%,27.09%,20.63%,27.86%,33.08%,-7.44%,张子法,116天,28.54%,2年又325天
建信深证100指数增强,530018,0.95亿元（2019-12-31）,8.55%,12.62%,13.93%,22.13%,33.82%,95.09%,梁洪昀,7年又358天,95.09%,10年又125天
广发中证全指家用电器指数C,005064,0.51亿元（2019-12-31）,7.43%,8.83%,11.64%,15.42%,--,9.28%,罗国庆,2年又176天,9.28%,4年又147天
前海开源MSCI中国A股指数C,006525,0.10亿元（2019-12-31）,6.74%,8.44%,5.42%,11.74%,--,35.36%,陶曙斌,1年又101天,35.36%,2年又350天
前海开源MSCI中国A股指数A,006524,0.43亿元（2019-12-31）,6.76%,8.48%,5.52%,11.94%,--,35.68%,陶曙斌,1年又101天,35.68%,2年又350天
博时银智大数据100A,002588,0.96亿元（2019-12-31）,9.33%,13.35%,14.67%,23.46%,27.73%,57.99%,杨振建/桂征辉,1年又95天,42.80%,1年又95天/4年又231天
广发中证全指家用电器指数A,005063,0.51亿元（2019-12-31）,7.44%,8.88%,11.74%,15.46%,--,9.55%,罗国庆,2年又176天,9.55%,4年又147天
富国中证银行指数,161029,4.42亿元（2019-12-31）,2.54%,-1.71%,1.21%,1.49%,20.44%,19.13%,王保合,108天,-2.24%,9年又7天
富国MSCI中国A股国际通,006034,0.92亿元（2019-12-31）,7.72%,10.44%,13.16%,21.91%,--,41.66%,方旻/徐幼华,1年又60天,41.17%,5年又110天/8年又301天
中银沪深300等权重指数,163821,1.58亿元（2019-12-31）,8.78%,13.33%,14.31%,14.39%,8.78%,59.80%,赵建忠,4年又274天,-32.52%,4年又274天
博时银智大数据100C,004416,0.09亿元（2019-12-31）,9.27%,13.17%,14.31%,22.71%,--,15.97%,杨振建/桂征辉,1年又95天,41.61%,1年又95天/4年又231天
万家沪深300指数增强A,002670,2.32亿元（2019-12-31）,7.99%,8.91%,9.40%,22.59%,21.79%,22.11%,乔亮,170天,10.32%,199天
长盛同庆中证800(LOF),160806,3.70亿元（2019-12-31）,7.51%,9.07%,8.33%,17.82%,28.18%,54.26%,陈亘斯,281天,23.19%,282天
万家沪深300指数增强C,002671,0.31亿元（2019-12-31）,7.95%,8.80%,9.18%,22.84%,54.14%,54.39%,乔亮,170天,10.11%,199天
建信央视50,165312,10.11亿元（2019-12-31）,3.50%,5.93%,7.70%,13.70%,54.93%,135.15%,叶乐天,6年又346天,135.15%,7年又353天
华宝MSCI中国A股国际通(LOF),501086,1.24亿元（2019-12-31）,6.93%,10.86%,12.50%,--,--,13.11%,陈建华/胡洁,77天,8.54%,7年又77天/7年又144天
招商MSCI中国A股国际通C,005762,2.76亿元（2019-12-31）,5.95%,7.94%,6.55%,10.92%,--,18.34%,白海峰,1年又329天,18.34%,3年又299天
招商MSCI中国A股国际通A,005761,16.25亿元（2019-12-31）,5.99%,8.08%,6.81%,11.48%,--,19.47%,白海峰,1年又329天,19.47%,3年又299天
汇安沪深300指数增强A,003884,1.49亿元（2019-12-31）,7.00%,11.78%,15.56%,25.71%,39.14%,39.70%,朱晨歌,232天,24.42%,2年又28天
银华深证100指数分级,161812,52.39亿元（2019-12-31）,8.52%,14.10%,15.70%,22.43%,31.80%,51.41%,张凯/周毅,191天,20.27%,7年又115天/9年又307天
招商央视财经50指数A,217027,5.70亿元（2019-12-31）,3.47%,6.19%,8.94%,17.01%,55.08%,135.87%,侯昊,2年又184天,25.86%,2年又198天
招商央视财经50指数C,004410,0.13亿元（2019-12-31）,3.44%,6.08%,8.71%,16.53%,29.14%,29.14%,侯昊,2年又184天,24.59%,2年又198天
汇安沪深300指数增强C,003885,0.54亿元（2019-12-31）,6.97%,11.67%,15.32%,25.27%,29.23%,29.75%,朱晨歌,232天,24.09%,2年又28天
融通深证100指数A,161604,54.21亿元（2019-12-31）,8.13%,13.39%,16.13%,23.41%,31.47%,400.96%,何天翔,5年又59天,38.08%,5年又135天
国投瑞银深证100指数,161227,3.79亿元（2019-12-31）,8.19%,13.67%,16.11%,23.85%,31.53%,19.69%,赵建,4年又207天,21.41%,6年又164天
景顺长城MSCI中国A股国际通,006063,1.09亿元（2019-12-31）,7.94%,10.28%,10.02%,17.81%,--,25.03%,黎海威,1年又241天,25.03%,6年又131天
创金合信红利低波动A,005561,0.96亿元（2019-12-31）,6.20%,2.56%,4.93%,2.74%,--,1.94%,孙雨/陈龙,51天,-2.07%,51天/2年又70天
招商深证100指数A,217016,0.99亿元（2019-12-31）,8.14%,14.03%,16.89%,25.36%,42.79%,66.06%,侯昊,2年又184天,25.33%,2年又198天
融通深证100指数C,004876,0.08亿元（2019-12-31）,8.14%,13.28%,15.84%,22.84%,--,21.03%,何天翔,2年又246天,21.03%,5年又135天
招商深证100指数C,004408,0.03亿元（2019-12-31）,8.10%,13.91%,16.66%,24.87%,29.50%,29.50%,侯昊,2年又184天,24.13%,2年又198天
鹏华传媒分级,160629,3.04亿元（2019-12-31）,2.41%,17.93%,17.45%,4.06%,-25.51%,-22.08%,罗捷,108天,18.55%,2年又36天
创金合信红利低波动C,005562,0.19亿元（2019-12-31）,6.18%,2.50%,4.85%,2.56%,--,1.59%,孙雨/陈龙,51天,-2.10%,51天/2年又70天
南方大数据300C,001426,0.58亿元（2019-12-31）,7.20%,7.25%,5.89%,10.90%,10.04%,13.50%,崔蕾,253天,11.18%,1年又120天
中融中证银行指数分级,168205,1.69亿元（2019-12-31）,2.53%,-1.35%,2.74%,1.49%,17.94%,3.10%,赵菲,4年又277天,3.10%,4年又299天
西部利得国企红利(LOF),501059,1.08亿元（2019-12-31）,8.05%,7.92%,8.70%,9.35%,--,29.23%,盛丰衍,81天,4.00%,3年又104天
南方大数据300A,001420,4.14亿元（2019-12-31）,7.24%,7.36%,6.11%,11.36%,11.34%,15.40%,崔蕾,253天,11.48%,1年又120天
富国沪深300指数增强,100038,118.95亿元（2019-12-31）,5.49%,5.16%,3.81%,11.54%,41.45%,112.74%,方旻/李笑薇,5年又110天,132.24%,5年又110天/10年又77天
中融中证煤炭指数分级,168204,4.55亿元（2019-12-31）,7.75%,-0.46%,-8.13%,-13.74%,-27.00%,-39.82%,赵菲,4年又257天,-39.82%,4年又299天
兴业中证国有企业指数增强C,008220,0.00亿元（2019-12-31）,6.94%,8.10%,--,--,--,9.38%,那赛男/吴卫东,110天,9.38%,1年又179天/5年又45天
中融一带一路分级,168201,1.75亿元（2019-12-31）,9.91%,7.46%,5.41%,0.18%,-10.12%,-53.11%,赵菲,4年又299天,-53.11%,4年又299天
易方达银行分级,161121,2.61亿元（2019-12-31）,2.49%,-1.30%,2.25%,2.13%,23.45%,11.27%,刘树荣/成曦,2年又233天,11.81%,2年又233天/3年又305天
华安沪深300指数分级,160417,3.24亿元（2019-12-31）,5.14%,3.83%,3.46%,9.02%,28.89%,72.33%,苏卿云,2年又132天,7.57%,3年又79天
博时中证银行指数分级,160517,1.42亿元（2019-12-31）,2.65%,-0.89%,3.71%,3.56%,27.42%,18.80%,赵云阳,4年又76天,29.13%,7年又116天
广发沪深300指数增强A,006020,4.08亿元（2019-12-31）,6.51%,8.60%,8.85%,21.85%,--,32.96%,赵杰,1年又252天,32.96%,1年又252天
易方达沪深300量化增强,110030,12.35亿元（2019-12-31）,6.48%,6.12%,4.71%,13.25%,32.52%,157.71%,官泽帆,3年又140天,42.86%,3年又165天
华安中证银行指数分级,160418,8.79亿元（2019-12-31）,1.34%,-3.41%,-0.89%,-1.79%,16.41%,-1.74%,许之彦,2年又132天,3.64%,13年又129天
富国中证煤炭指数分级,161032,2.86亿元（2019-12-31）,6.55%,-1.68%,-8.56%,-5.82%,-16.25%,-40.63%,张圣贤,57天,-7.09%,4年又277天
广发沪深300指数增强C,006021,1.63亿元（2019-12-31）,6.48%,8.50%,8.66%,21.45%,--,32.23%,赵杰,1年又252天,32.23%,1年又252天
鹏华一带一路分级,160638,4.09亿元（2019-12-31）,10.20%,6.71%,3.62%,0.71%,-7.04%,-47.53%,张羽翔,3年又83天,-0.96%,4年又173天
中证财通可持续发展100指数A,000042,5.48亿元（2019-12-31）,8.30%,6.75%,3.52%,8.38%,29.27%,92.35%,朱海东/吴迪,225天,5.62%,235天/3年又321天
招商中证银行指数分级,161723,5.24亿元（2019-12-31）,1.92%,-2.28%,0.84%,3.58%,25.01%,18.67%,侯昊,2年又184天,9.49%,2年又198天
兴业中证国有企业指数增强A,005339,1.09亿元（2019-12-31）,6.92%,7.86%,8.77%,13.23%,--,25.13%,那赛男/吴卫东,1年又179天,25.31%,1年又179天/5年又45天
国金沪深300指数增强,167601,0.15亿元（2019-12-31）,4.71%,4.43%,2.66%,5.23%,15.10%,69.50%,宫雪,1年又101天,23.29%,6年又226天
汇丰晋信恒生龙头指数C,001149,0.31亿元（2019-12-31）,4.09%,2.48%,2.17%,12.82%,49.64%,45.69%,方磊,4年又342天,45.69%,7年又220天
汇丰晋信恒生龙头指数A,540012,5.03亿元（2019-12-31）,4.13%,2.60%,2.43%,13.45%,52.00%,124.77%,方磊,7年又220天,124.77%,7年又220天
华安沪深300增强C,000313,1.90亿元（2019-12-31）,6.37%,8.82%,7.82%,16.24%,41.85%,113.91%,孙晨进/许之彦,2年又52天,9.47%,4年又354天/13年又129天
华安沪深300增强A,000312,2.89亿元（2019-12-31）,6.41%,8.94%,8.06%,16.77%,43.94%,121.52%,孙晨进/许之彦,2年又52天,10.58%,4年又354天/13年又129天
信诚沪深300指数分级,165515,3.82亿元（2019-12-31）,5.92%,5.92%,4.08%,9.20%,26.89%,64.08%,HANYILING,1年又291天,9.18%,1年又332天
鹏华沪深300指数(LOF)A,160615,4.20亿元（2019-12-31）,6.67%,7.24%,6.73%,12.85%,31.09%,87.63%,张羽翔,3年又165天,43.02%,4年又173天
华泰紫金红利低波指数发起,005279,0.92亿元（2019-12-31）,5.90%,2.27%,6.12%,4.82%,--,1.07%,张璐/毛甜,122天,3.98%,218天/2年又86天
博道沪深300指数增强A,007044,1.24亿元（2019-12-31）,7.39%,8.76%,10.42%,--,--,19.07%,杨梦,316天,19.07%,1年又210天
天弘中证银行指数C,001595,13.36亿元（2019-12-31）,1.42%,-3.47%,-1.07%,-0.37%,19.21%,16.41%,陈瑶,130天,-4.99%,2年又24天
招商沪深300指数增强A,004190,1.08亿元（2019-12-31）,6.84%,6.05%,5.32%,13.96%,31.15%,30.87%,王平,3年又26天,30.87%,9年又261天
红土创新沪深300增强A,006698,0.29亿元（2019-12-31）,5.71%,7.56%,8.43%,14.02%,--,17.58%,庞世恩/储荞,323天,6.42%,3年又194天/1年又11天
天弘中证银行指数A,001594,8.49亿元（2019-12-31）,1.44%,-3.42%,-0.97%,-0.17%,19.98%,17.74%,陈瑶,130天,-4.93%,2年又24天
人保沪深300指数,006600,3.52亿元（2019-12-31）,6.35%,7.36%,7.61%,14.05%,--,14.05%,刘笑明,1年又8天,14.05%,1年又162天
鹏华银行分级,160631,41.78亿元（2019-12-31）,1.31%,-3.75%,-1.66%,-2.37%,13.28%,3.82%,闫冬,108天,-4.24%,354天
前海开源MSCI中国A股消费A,006712,0.16亿元（2019-12-31）,9.53%,6.23%,4.98%,28.74%,--,42.81%,陶曙斌,1年又50天,42.81%,2年又350天
国投瑞银沪深300量化A,007143,1.38亿元（2019-12-31）,6.02%,6.95%,7.36%,--,--,9.56%,殷瑞飞,270天,9.56%,6年又164天
红土创新沪深300增强C,006699,1.00亿元（2019-12-31）,5.68%,7.44%,8.11%,13.45%,--,16.98%,庞世恩/储荞,323天,5.99%,3年又194天/1年又11天
博道沪深300指数增强C,007045,1.94亿元（2019-12-31）,7.36%,8.65%,10.21%,--,--,18.66%,杨梦,316天,18.66%,1年又210天
招商沪深300指数增强C,004191,1.74亿元（2019-12-31）,6.81%,5.94%,5.10%,13.49%,29.92%,29.62%,王平,3年又26天,29.62%,9年又261天
前海开源MSCI中国A股消费C,006713,0.19亿元（2019-12-31）,9.52%,6.19%,4.87%,28.48%,--,42.47%,陶曙斌,1年又50天,42.47%,2年又350天
国投瑞银沪深300量化C,007144,0.30亿元（2019-12-31）,5.98%,6.84%,7.15%,--,--,9.23%,殷瑞飞,270天,9.23%,6年又164天
长盛沪深300指数(LOF),160807,2.20亿元（2019-12-31）,7.48%,9.33%,9.90%,14.54%,28.70%,54.38%,陈亘斯,150天,12.34%,282天
平安沪深300指数量化C,005114,0.44亿元（2019-12-31）,6.42%,9.45%,10.16%,15.90%,--,4.60%,孙东宁,2年又72天,4.60%,2年又184天
诺安中证500指数增强,001351,1.05亿元（2019-12-31）,11.04%,18.51%,14.32%,11.65%,-7.88%,-18.16%,路龙凯/梅律吾,1年又16天,26.43%,3年又197天/12年又29天
永赢沪深300C,007539,0.34亿元（2019-12-31）,6.09%,6.78%,6.61%,--,--,11.70%,万纯/李永兴,234天,11.51%,281天/5年又170天
永赢沪深300A,007538,2.94亿元（2019-12-31）,6.10%,6.81%,6.68%,--,--,11.79%,万纯/李永兴,234天,11.60%,281天/5年又170天
平安沪深300指数量化A,005113,0.62亿元（2019-12-31）,6.45%,9.58%,10.46%,16.61%,--,6.22%,孙东宁,2年又72天,6.22%,2年又184天
鹏华沪深300指数(LOF)C,006939,0.62亿元（2019-12-31）,6.61%,7.20%,6.61%,12.85%,--,37.00%,张羽翔,1年又45天,37.00%,4年又173天
诺安沪深300指数增强,320014,2.66亿元（2019-12-31）,6.61%,7.17%,6.36%,14.76%,10.77%,25.28%,宋德舜/梅律吾,1年又6天,16.01%,7年又151天/12年又29天
安信一带一路分级,167503,1.59亿元（2019-12-31）,9.31%,5.10%,1.28%,-2.35%,-10.64%,-51.62%,施荣盛,46天,0.92%,54天
