基金名称,基金代码,基金规模,近1月,近3月,近6月,近1年,近3年,成立来,基金经理,任职时间,任期收益,总任职时间
华夏大中华信用债美元现钞A,002879,1.22亿元（2019-12-31）,0.92%,2.92%,5.08%,6.00%,14.78%,9.12%,邓思聪,1年又43天,8.18%,1年又53天
广发全球收益(QDII)美元现汇C,006951,0.07亿元（2019-12-31）,-1.18%,0.07%,3.50%,-1.95%,--,0.13%,孙敏,1年又39天,0.13%,2年又119天
广发全球收益(QDII)美元现汇A,006950,0.26亿元（2019-12-31）,-1.11%,0.20%,3.90%,-1.36%,--,0.73%,孙敏,1年又39天,0.73%,2年又119天
工银新经济美元,005700,1.56亿元（2019-12-31）,2.93%,9.18%,13.18%,12.11%,--,-1.78%,孙裕文/郝康,108天,8.19%,108天/8年又323天
南方全球债券(QDII)美元现汇A,007630,3.65亿元（2019-12-31）,0.34%,2.10%,2.96%,--,--,2.60%,苏炫纲,199天,2.60%,4年又5天
国泰企业信用精选A美元现汇,004162,0.46亿元（2019-12-31）,0.60%,1.58%,3.78%,7.78%,--,8.97%,陈雷/吴向军,1年又53天,10.34%,2年又296天/6年又317天
华夏全球聚享A美元现汇,006446,0.84亿元（2019-12-31）,-4.38%,-0.66%,1.28%,0.80%,--,1.01%,郑鹏,1年又24天,1.01%,1年又24天
长信全球债券美元,004999,0.32亿元（2019-12-31）,0.60%,2.13%,4.60%,6.86%,--,11.17%,傅瑶纯/杨帆,65天,1.20%,65天/2年又323天
华夏全球聚享A美元现钞,006447,0.84亿元（2019-12-31）,-4.38%,-0.66%,1.28%,0.80%,--,1.01%,郑鹏,1年又24天,1.01%,1年又24天
国泰企业信用精选A美元现钞,004163,0.46亿元（2019-12-31）,0.60%,1.58%,3.78%,7.78%,--,8.97%,陈雷/吴向军,1年又53天,10.34%,2年又296天/6年又317天
广发海外多元配置美元,005558,0.96亿元（2019-12-31）,0.43%,5.09%,7.26%,4.78%,--,-11.15%,李耀柱,2年又28天,-11.15%,4年又82天
鹏华美国房地产美元现汇,006283,0.68亿元（2019-12-31）,-12.66%,-11.75%,-4.65%,-2.89%,--,-0.87%,朱庆恒,1年又94天,-0.87%,5年又163天
招商普盛全球配置(QDII-FOF)美元现汇,007975,2.10亿元（2020-01-19）,-0.69%,--,--,--,--,-0.69%,白海峰,48天,-0.69%,3年又299天
易方达中短期美元债(QDII)A美元现汇,007362,4.64亿元（2019-12-31）,0.80%,1.75%,3.14%,--,--,4.21%,周怡/祁广东,276天,4.21%,276天/276天
鹏华全球中短债(QDII)美元现汇A,006285,0.36亿元（2019-12-31）,1.61%,6.19%,7.75%,6.19%,--,12.72%,尤柏年,1年又94天,12.72%,7年又287天
易方达中短期美元债(QDII)C美元现汇,007363,2.54亿元（2019-12-31）,0.74%,1.69%,2.94%,--,--,4.00%,周怡/祁广东,276天,4.00%,276天/276天
南方全球债券(QDII)美元现汇C,007631,0.96亿元（2019-12-31）,0.28%,2.03%,2.75%,--,--,2.39%,苏炫纲,199天,2.39%,4年又5天
招商普盛全球配置(QDII-FOF)美元现钞,008183,2.10亿元（2020-01-19）,-0.69%,--,--,--,--,-0.69%,白海峰,48天,-0.69%,3年又299天
鹏华全球中短债(QDII)美元现汇C,008321,0.36亿元（2019-12-31）,1.61%,--,--,--,--,0.41%,尤柏年,59天,0.41%,7年又287天
鹏华港美互联股票美元现汇,006792,0.99亿元（2019-12-31）,0.63%,14.00%,19.29%,--,--,10.25%,顾柔刚/尤柏年,322天,8.51%,322天/7年又287天
易方达黄金主题美元现汇C,007978,0.00亿元（2019-12-31）,7.44%,13.04%,--,--,--,14.04%,周宇,148天,14.04%,2年又321天
工银印度基金美元,005801,1.55亿元（2019-12-31）,-11.37%,-10.43%,-3.29%,-8.94%,--,-18.83%,刘伟琳,1年又266天,-18.83%,5年又143天
易方达原油A类美元汇,003322,0.94亿元（2019-12-31）,-7.90%,-17.66%,-14.20%,-16.36%,-7.00%,-8.15%,成曦/范冰/张胜记,1年又209天,-27.18%,3年又305天/2年又348天/9年又346天
易方达原油C类美元汇,003323,1.25亿元（2019-12-31）,-7.88%,-18.57%,-15.22%,-17.54%,-9.10%,-10.30%,成曦/范冰/张胜记,1年又209天,-28.41%,3年又305天/2年又348天/9年又346天
易方达黄金主题美元现汇A,007977,3.66亿元（2019-12-31）,7.44%,13.04%,--,--,--,14.04%,周宇,148天,14.04%,2年又321天
易方达全球医药行业(QDII)人民币,008284,27.96亿元（2020-01-20）,-0.02%,--,--,--,--,-0.01%,杨桢霄,47天,-0.01%,3年又200天
易方达全球医药行业(QDII)美元,008285,0.26亿元（2020-01-20）,-1.72%,--,--,--,--,-1.79%,杨桢霄,47天,-1.79%,3年又200天
