基金名称,基金代码,基金规模,近1月,近3月,近6月,近1年,近3年,成立来,基金经理,任职时间,任期收益,总任职时间
华富恒盛纯债债券A,006405,3.01亿元（2019-12-31）,0.82%,2.28%,2.36%,4.83%,--,6.44%,倪莉莎,1年又108天,6.44%,2年又177天
民生加银恒益纯债A,005951,102.69亿元（2019-12-31）,0.77%,2.03%,2.78%,4.82%,--,9.09%,胡振仓,1年又267天,9.09%,10年又315天
上投摩根纯债丰利债券A,000839,19.54亿元（2019-12-31）,0.78%,1.96%,2.66%,4.38%,9.43%,18.34%,聂曙光,191天,2.76%,9年又189天
上投摩根纯债丰利债券C,000840,0.03亿元（2019-12-31）,0.78%,1.96%,2.56%,4.28%,9.13%,17.10%,聂曙光,191天,2.76%,9年又189天
光大恒利纯债,002523,117.11亿元（2019-12-31）,0.58%,1.67%,2.38%,4.18%,12.04%,13.39%,魏丽,1年又286天,8.34%,3年又308天
博时民丰纯债A,003708,18.17亿元（2019-12-31）,0.84%,2.19%,2.93%,4.79%,14.76%,15.64%,黄海峰,2年又69天,11.94%,4年又321天
中信保诚稳鸿A,006011,8.11亿元（2019-12-31）,0.81%,2.15%,2.72%,5.34%,--,587.27%,何文忠,52天,1.55%,344天
前海联合永兴纯债A,003928,15.89亿元（2019-12-31）,0.88%,2.56%,3.31%,4.86%,--,31.49%,张雅洁,2年又206天,31.49%,4年又75天
兴业添利债券,001299,85.08亿元（2019-12-31）,0.98%,2.38%,3.49%,6.27%,17.89%,27.50%,莫华寅/杨逸君,2年又308天,18.13%,4年又35天/4年又120天
博时裕创纯债,002754,10.09亿元（2019-12-31）,1.07%,2.57%,3.48%,6.99%,18.48%,19.78%,陈凯杨,1年又4天,6.88%,7年又93天
融通通安债券,002807,10.14亿元（2019-12-31）,0.88%,2.37%,3.18%,6.34%,17.39%,18.09%,许富强,1年又170天,9.43%,1年又294天
万家家享中短债E,007927,--亿元（--）,0.82%,1.82%,--,--,--,2.21%,侯慧娣,151天,2.14%,5年又210天
国泰民安增益纯债A,004101,14.06亿元（2019-12-31）,0.86%,1.52%,2.15%,3.92%,--,7.40%,黄志翔,1年又53天,4.08%,3年又121天
兴业福鑫债券,004140,21.37亿元（2019-12-31）,0.85%,2.14%,2.40%,4.79%,--,15.60%,伍方方,1年又22天,4.58%,1年又284天
前海联合泳益纯债C,007359,0.01亿元（2019-12-31）,0.77%,2.07%,2.74%,--,--,3.99%,张雅洁,289天,3.99%,4年又75天
南方亨元债券A,006915,20.74亿元（2019-12-31）,0.70%,1.95%,2.90%,4.88%,--,4.88%,黄斌斌,1年又7天,4.88%,2年又27天
博时华盈纯债债券,004458,17.42亿元（2019-12-31）,0.85%,2.18%,2.91%,4.99%,--,15.96%,黄海峰,1年又358天,11.20%,4年又321天
中信保诚稳鸿C,006012,1.26亿元（2019-12-31）,0.80%,2.12%,2.69%,5.31%,--,5.57%,何文忠,52天,1.54%,344天
博时裕泉纯债债券,002578,48.91亿元（2019-12-31）,0.58%,1.46%,2.25%,4.17%,13.30%,12.84%,陈凯杨,3年又182天,12.84%,7年又93天
嘉实稳荣债券,002550,10.20亿元（2019-12-31）,0.78%,2.06%,2.66%,5.04%,15.85%,16.31%,崔思维,93天,2.06%,2年又245天
民生加银鑫安纯债C,003173,0.00亿元（2019-12-31）,0.67%,2.11%,2.57%,5.40%,14.49%,14.26%,姚航,200天,2.57%,6年又48天
中银国有企业债C,006331,0.80亿元（2019-12-31）,1.36%,3.29%,3.49%,5.28%,--,10.47%,方抗,1年又200天,10.47%,5年又203天
招商添悦纯债C,006428,0.00亿元（2019-12-31）,0.70%,2.41%,3.06%,5.64%,--,8.63%,刘万锋,1年又133天,8.63%,5年又54天
南方交元债券,006151,13.59亿元（2019-12-31）,0.82%,1.93%,2.64%,5.54%,--,6.57%,李慧鹏,22天,0.62%,5年又135天
中加颐睿纯债债券C,006067,0.00亿元（2019-12-31）,1.12%,2.70%,3.41%,6.36%,--,8.88%,王霈,4天,0.24%,17天
银河丰利纯债债券,519654,8.03亿元（2019-12-31）,0.87%,2.76%,3.34%,5.07%,9.93%,11.47%,韩晶,2年又83天,9.88%,10年又55天
中加颐睿纯债债券A,006066,30.89亿元（2019-12-31）,1.16%,2.80%,3.63%,6.64%,--,9.41%,王霈,4天,0.25%,17天
中加丰泽纯债债券,003417,12.95亿元（2019-12-31）,0.96%,2.35%,3.43%,6.54%,20.05%,21.01%,杨宇俊,1年又259天,13.30%,3年又350天
中银国有企业债A,001235,17.93亿元（2019-12-31）,1.46%,3.28%,3.58%,5.53%,17.29%,21.22%,方抗,4年又161天,21.22%,5年又203天
招商招通纯债A,003454,16.51亿元（2019-12-31）,0.69%,2.06%,2.76%,4.59%,15.96%,14.63%,黄晓婷,98天,2.12%,1年又48天
广发集富纯债C,003040,0.30亿元（2019-12-31）,0.58%,1.55%,2.23%,3.52%,11.91%,12.14%,谢军,332天,3.42%,13年又180天
长安泓源纯债债券A,004897,1.52亿元（2019-12-31）,0.89%,1.89%,3.55%,4.64%,--,14.57%,孟楠/徐小勇,243天,9.19%,243天/8年又158天
国泰金龙债券C,020012,0.12亿元（2019-12-31）,0.67%,2.51%,2.51%,2.60%,8.13%,70.92%,吴晨,9年又230天,53.07%,9年又315天
国寿安保泰和纯债债券,006919,15.24亿元（2019-12-31）,0.80%,1.82%,2.47%,4.23%,--,4.22%,陶尹斌/黄力,1年又16天,4.22%,1年又16天/6年又48天
华泰柏瑞丰汇债券C,000422,0.01亿元（2019-12-31）,0.70%,2.21%,3.00%,4.43%,14.48%,21.69%,罗远航/陈东,1年又11天,4.38%,5年又90天/7年又99天
兴业天禧债券,002661,10.22亿元（2019-12-31）,0.87%,2.25%,2.85%,5.20%,14.79%,12.95%,莫华寅/杨逸君,2年又308天,15.14%,4年又35天/4年又120天
广发集富纯债A,003039,16.51亿元（2019-12-31）,0.57%,1.63%,2.31%,3.88%,29.06%,29.32%,谢军,332天,3.78%,13年又180天
融通通和债券,002825,1.96亿元（2019-12-31）,0.77%,2.04%,2.83%,5.21%,14.06%,14.51%,刘明,1年又108天,6.23%,1年又108天
南方臻元债券,006742,25.94亿元（2019-12-31）,0.95%,2.38%,2.90%,5.33%,--,5.44%,何康,1年又10天,5.44%,5年又112天
交银裕如纯债债券A,005972,55.39亿元（2019-12-31）,0.73%,1.98%,2.62%,4.39%,--,9.59%,魏玉敏/于海颖,1年又191天,8.04%,1年又191天/9年又103天
华夏稳定双利债券A,004547,0.05亿元（2019-12-31）,0.86%,2.19%,2.83%,4.70%,--,10.72%,张海静/刘明宇,1年又1天,4.69%,1年又1天/2年又87天
融通债券C,161693,1.00亿元（2019-12-31）,1.15%,2.53%,3.16%,4.77%,18.71%,58.05%,王超,4年又259天,26.76%,6年又72天
融通债券A/B,161603,12.90亿元（2019-12-31）,1.15%,2.63%,3.34%,5.17%,19.95%,145.77%,王超,4年又259天,28.87%,6年又72天
博时裕乾纯债C,002404,0.51亿元（2019-12-31）,0.81%,2.05%,2.57%,4.18%,12.50%,15.09%,黄海峰,2年又281天,12.50%,4年又321天
鹏华丰华债券,002188,4.16亿元（2019-12-31）,0.66%,1.97%,2.60%,10.69%,17.12%,20.16%,张丽娟/刘太阳,31天,0.71%,31天/7年又187天
永赢润益债券C,006089,0.00亿元（2019-12-31）,0.90%,2.30%,2.63%,4.09%,--,7.75%,章成,106天,2.42%,201天
华宝宝康债券C,007964,0.02亿元（2019-12-31）,1.21%,2.48%,--,--,--,2.69%,李栋梁,166天,2.69%,8年又255天
圆信永丰兴融C,002074,0.00亿元（2019-12-31）,1.15%,2.42%,3.82%,6.31%,16.48%,19.28%,林铮,11天,0.38%,3年又331天
招商可转债分级债券,161719,0.53亿元（2019-12-31）,3.29%,7.73%,9.15%,11.35%,5.37%,41.71%,王刚,2年又362天,5.47%,2年又362天
融通四季添利债券(LOF),161614,9.21亿元（2019-12-31）,1.14%,2.48%,3.26%,4.93%,15.97%,60.36%,余志勇/王超,3年又131天,15.97%,7年又148天/6年又72天
银华信用季季红债券A,000286,36.75亿元（2019-12-31）,0.76%,1.81%,2.48%,4.84%,17.99%,47.28%,邹维娜,3年又141天,19.97%,6年又214天
平安惠盈纯债,002795,10.40亿元（2019-12-31）,1.14%,2.60%,3.40%,6.21%,17.82%,15.82%,余斌,2年又97天,16.99%,2年又143天
嘉实稳盛债券,002749,2.15亿元（2019-12-31）,0.76%,2.12%,2.61%,4.11%,14.04%,11.19%,王亚洲/胡永青,330天,3.72%,4年又243天/7年又306天
嘉实稳瑞纯债债券,002548,14.64亿元（2019-12-31）,0.66%,1.72%,2.22%,4.35%,12.53%,18.61%,崔思维/曲扬,2年又245天,12.26%,2年又245天/8年又112天
建信睿享纯债债券,003681,34.52亿元（2019-12-31）,0.81%,2.01%,2.24%,4.40%,14.45%,15.65%,黎颖芳,2年又52天,11.44%,11年又19天
华安信用四季红债券A,040026,5.22亿元（2019-12-31）,0.94%,2.39%,2.97%,6.91%,15.31%,59.89%,苏玉平,2年又255天,14.43%,10年又220天
华安信用四季红债券C,006015,1.04亿元（2019-12-31）,0.94%,2.29%,2.78%,6.37%,--,8.82%,苏玉平,1年又295天,8.82%,10年又220天
华宝宝康债券A,240003,12.75亿元（2019-12-31）,1.23%,2.55%,2.74%,5.12%,16.14%,173.22%,李栋梁,8年又9天,56.45%,8年又255天
鹏华丰利债券(LOF),160622,14.56亿元（2019-12-31）,1.52%,4.08%,4.59%,7.51%,16.87%,39.35%,王石千,1年又330天,16.05%,1年又345天
博时裕乾纯债A,002175,15.17亿元（2019-12-31）,0.84%,2.15%,2.76%,4.59%,14.16%,18.15%,黄海峰,2年又281天,13.83%,4年又321天
长信利众债券(LOF)A,163007,0.00亿元（2019-12-31）,3.18%,7.55%,7.92%,11.54%,25.24%,27.62%,胡琼予,1年又241天,17.91%,1年又280天
招商信用增强债券C,007951,0.37亿元（2019-12-31）,1.22%,4.05%,--,--,--,4.45%,滕越,178天,4.45%,2年又362天
华泰柏瑞丰汇债券A,000421,4.46亿元（2019-12-31）,0.73%,2.24%,3.05%,4.68%,15.39%,24.51%,罗远航/陈东,1年又11天,4.64%,5年又90天/7年又99天
中银纯债债券C,380006,3.37亿元（2019-12-31）,0.84%,1.89%,2.09%,4.61%,14.53%,38.36%,陈玮,5年又68天,26.01%,5年又68天
中银纯债债券A,380005,67.95亿元（2019-12-31）,0.84%,1.89%,2.18%,4.80%,15.61%,41.97%,陈玮,5年又68天,27.67%,5年又68天
银河银信添利债券A,519667,0.56亿元（2019-12-31）,1.65%,4.51%,5.19%,7.18%,17.50%,88.24%,蒋磊,204天,5.59%,3年又194天
长信利众债券(LOF)C,163005,2.42亿元（2019-12-31）,3.16%,7.46%,7.74%,11.06%,19.52%,69.83%,胡琼予,1年又241天,17.12%,1年又280天
中银信用增利债券(LOF),163819,39.14亿元（2019-12-31）,1.03%,4.11%,4.69%,7.80%,19.65%,75.14%,陈志华/奚鹏洲,3年又328天,19.60%,3年又328天/9年又295天
广发集泰债券A,005559,0.41亿元（2019-12-31）,0.65%,3.17%,3.06%,5.17%,--,8.25%,王予柯,1年又225天,8.25%,4年又286天
银河银信添利债券B,519666,0.64亿元（2019-12-31）,1.62%,4.41%,4.98%,6.74%,16.02%,102.28%,蒋磊,204天,5.35%,3年又194天
中邮纯债恒利债券C,002277,1.33亿元（2019-12-31）,0.74%,1.88%,2.66%,4.94%,--,15.60%,余红/张萌,1年又294天,10.25%,4年又134天/7年又108天
信诚新双盈分级债券,000091,0.12亿元（2019-12-31）,1.30%,5.32%,5.12%,7.72%,10.22%,54.41%,杨立春,3年又215天,8.60%,4年又334天
安信永鑫增强债券C,003638,0.57亿元（2019-12-31）,1.37%,2.69%,2.88%,6.30%,18.71%,18.86%,潘巍,179天,2.64%,1年又177天
招商招恒纯债C,002818,0.00亿元（2019-12-31）,0.56%,1.80%,2.29%,4.07%,9.48%,8.46%,孙麓深,98天,1.90%,98天
招商招恒纯债A,002817,1.08亿元（2019-12-31）,0.55%,1.87%,2.35%,4.30%,10.09%,10.24%,孙麓深,98天,1.87%,98天
安信目标收益债券C,750003,0.11亿元（2019-12-31）,0.84%,2.95%,3.61%,7.08%,16.88%,52.06%,李君/张翼飞,2年又72天,14.52%,2年又72天/5年又348天
建信纯债债券A,530021,11.97亿元（2019-12-31）,0.78%,2.23%,2.67%,5.05%,17.59%,40.87%,彭紫云/黎颖芳,234天,3.73%,235天/11年又19天
大摩优质信价纯债C,000420,3.05亿元（2019-12-31）,0.74%,2.07%,2.91%,5.12%,16.49%,32.10%,施同亮,3年又50天,16.60%,3年又58天
银华信用四季红债券A,000194,12.54亿元（2019-12-31）,0.74%,1.86%,2.43%,5.03%,15.05%,54.79%,邹维娜,5年又152天,41.11%,6年又214天
兴业天融债券,002638,123.30亿元（2019-12-31）,0.83%,2.43%,3.20%,5.33%,16.42%,19.09%,雷志强,1年又22天,5.14%,3年又63天
中邮纯债恒利债券A,002276,0.76亿元（2019-12-31）,0.74%,1.97%,2.84%,5.20%,--,16.10%,余红/张萌,1年又294天,10.73%,4年又134天/7年又108天
新疆前海联合泳祺纯债C,006204,0.00亿元（2019-12-31）,0.77%,2.03%,2.76%,4.80%,--,9.31%,张雅洁,1年又183天,9.31%,4年又75天
中融恒裕纯债C,005932,0.00亿元（2019-12-31）,0.92%,2.43%,3.00%,4.14%,--,5.74%,哈默,80天,2.25%,4年又168天
安信目标收益债券A,750002,1.60亿元（2019-12-31）,0.83%,3.02%,3.76%,7.51%,18.29%,57.00%,李君/张翼飞,2年又72天,15.55%,2年又72天/5年又348天
建信纯债债券C,531021,8.13亿元（2019-12-31）,0.76%,2.14%,2.53%,4.72%,16.28%,36.98%,彭紫云/黎颖芳,234天,3.54%,235天/11年又19天
安信宝利债券(LOF),167501,14.80亿元（2019-12-31）,0.73%,1.65%,2.56%,4.97%,18.98%,56.10%,庄园,6年又228天,56.10%,6年又228天
中银中高等级C,004548,0.81亿元（2019-12-31）,1.03%,2.67%,2.58%,5.33%,--,19.79%,王妍,2年又330天,19.79%,7年又166天
景顺长城稳定收益债券C,261101,0.07亿元（2019-12-31）,0.93%,2.18%,2.84%,4.68%,10.38%,30.33%,何江波,1年又21天,4.68%,1年又22天
泓德裕荣纯债债券C,002735,0.13亿元（2019-12-31）,1.03%,2.87%,3.55%,6.74%,18.90%,17.47%,赵端端/李倩,1年又164天,10.82%,1年又164天/4年又78天
广发聚源债券(LOF)C,162716,0.02亿元（2019-12-31）,0.55%,1.58%,2.24%,3.68%,12.30%,22.64%,谢军,6年又305天,22.64%,13年又180天
招商信用增强债券A,217023,0.72亿元（2019-12-31）,1.21%,4.03%,4.94%,8.94%,7.80%,56.17%,滕越,2年又222天,6.80%,2年又362天
国寿安保尊裕优化回报债券C,004319,0.29亿元（2019-12-31）,1.02%,2.25%,3.80%,4.00%,--,10.93%,陶尹斌,180天,3.21%,1年又16天
交银丰享收益债券C,519748,0.09亿元（2019-12-31）,0.64%,1.85%,2.52%,4.17%,10.73%,25.86%,黄莹洁,3年又18天,10.84%,4年又286天
国寿安保尊裕优化回报债券A,004318,6.83亿元（2019-12-31）,1.01%,2.13%,3.85%,4.34%,--,12.14%,陶尹斌,180天,3.27%,1年又16天
广发聚源债券(LOF)A,162715,37.18亿元（2019-12-31）,0.55%,1.65%,2.41%,4.02%,13.75%,26.15%,谢军,6年又305天,26.15%,13年又180天
银河君欣债券A,519631,0.03亿元（2019-12-31）,0.23%,0.40%,-0.62%,0.58%,22.24%,22.25%,何晶,30天,0.23%,3年又195天
万家鑫瑞纯债E,003519,21.52亿元（2019-12-31）,0.73%,2.01%,2.66%,4.78%,--,16.18%,陈佳昀,1年又205天,8.35%,2年又276天
万家添利债券(LOF),161908,0.93亿元（2019-12-31）,3.04%,7.20%,7.24%,8.07%,23.75%,89.40%,陈佳昀,2年又176天,22.03%,2年又276天
中邮稳定收益债券A,590009,57.45亿元（2019-12-31）,0.92%,2.23%,2.69%,5.04%,15.04%,56.30%,吴昊/张萌,4年又209天,21.33%,4年又209天/7年又108天
博时裕弘纯债债券,002569,20.35亿元（2019-12-31）,0.91%,2.50%,3.17%,4.04%,11.58%,11.32%,陈凯杨,3年又264天,11.32%,7年又93天
民生加银恒益纯债C,005952,0.00亿元（2019-12-31）,0.74%,1.98%,2.67%,4.60%,--,14.95%,胡振仓,1年又267天,14.95%,10年又315天
易方达纯债债券C,110038,9.04亿元（2019-12-31）,1.00%,2.20%,2.85%,5.55%,16.51%,43.30%,张雅君,178天,2.85%,5年又233天
泓德裕荣纯债债券A,002734,35.21亿元（2019-12-31）,1.10%,2.96%,3.79%,7.08%,20.58%,57.12%,赵端端/李倩,1年又164天,11.37%,1年又164天/4年又78天
交银纯债债券发起A,519718,10.80亿元（2019-12-31）,1.20%,2.81%,3.77%,6.31%,17.70%,38.17%,魏玉敏/于海颖,1年又191天,11.13%,1年又191天/9年又103天
新疆前海联合泳祺纯债A,006203,8.29亿元（2019-12-31）,0.80%,2.13%,3.05%,5.32%,--,7.73%,张雅洁,1年又183天,7.73%,4年又75天
博时信用债纯债债券A,050027,20.81亿元（2019-12-31）,0.79%,2.36%,2.94%,6.72%,16.09%,59.56%,张李陵,4年又236天,28.77%,6年又57天
中加丰盈纯债债券,003428,10.26亿元（2019-12-31）,0.79%,1.87%,2.56%,4.37%,16.33%,16.26%,杨宇俊,3年又126天,16.26%,3年又350天
银河久泰债券,006828,0.00亿元（2019-12-31）,0.16%,9.32%,--,--,--,9.81%,刘铭,170天,9.81%,3年又89天
西部利得祥逸债券A,675091,0.25亿元（2019-12-31）,0.26%,0.79%,1.35%,-0.46%,--,10.82%,刘心峰/张维文,162天,1.21%,3年又19天/4年又284天
易方达纯债债券A,110037,40.74亿元（2019-12-31）,1.00%,2.38%,3.12%,6.01%,18.13%,47.82%,张雅君,178天,3.03%,5年又233天
天弘丰利债券(LOF),164208,1.23亿元（2019-12-31）,1.04%,3.34%,3.92%,7.32%,17.53%,96.64%,姜晓丽/刘洋,10天,0.33%,7年又218天/2年又332天
银华纯债信用债券(LOF),161820,37.43亿元（2019-12-31）,0.81%,1.91%,2.54%,4.75%,16.32%,55.32%,邹维娜,5年又152天,35.84%,6年又214天
融通增益债券A/B,002342,4.03亿元（2019-12-31）,1.17%,2.55%,3.49%,5.73%,22.71%,23.32%,王超,3年又301天,23.32%,6年又72天
中金纯债C,000802,0.13亿元（2019-12-31）,1.00%,2.01%,2.29%,3.81%,12.15%,22.25%,石玉,2年又22天,9.44%,3年又235天
上投摩根双债增利债券C,000378,0.14亿元（2019-12-31）,2.30%,4.60%,5.39%,9.32%,8.16%,57.76%,唐瑭,191天,6.20%,4年又294天
融通增益债券C,002344,0.05亿元（2019-12-31）,1.17%,2.46%,3.31%,12.40%,12.40%,12.40%,王超,3年又301天,12.40%,6年又72天
国投瑞银岁赢利债券,002355,0.14亿元（2019-12-31）,0.45%,0.99%,1.44%,5.24%,11.07%,13.84%,吴潇,231天,2.09%,3年又69天
国泰丰鑫纯债债券,007105,5.60亿元（2019-12-31）,0.50%,1.13%,--,--,--,1.64%,陈雷,172天,1.64%,2年又296天
博时裕顺纯债债券,002811,5.66亿元（2019-12-31）,0.63%,1.81%,3.12%,6.13%,17.49%,17.13%,程卓,201天,3.40%,3年又209天
泰达宏利永利债券,007640,8.32亿元（2019-12-31）,0.59%,1.35%,1.70%,--,--,1.72%,杜磊,45天,0.85%,2年又235天
浙商汇金聚盈中短债C,007443,0.00亿元（2019-12-31）,0.50%,1.43%,1.94%,--,--,2.59%,应洁茜,228天,2.49%,2年又58天
南方通利债券A,000563,36.36亿元（2019-12-31）,0.89%,2.80%,3.45%,6.18%,16.87%,46.76%,何康,1年又49天,6.75%,5年又112天
工银中高等级信用债债券B,000944,0.78亿元（2019-12-31）,0.93%,2.19%,2.43%,4.88%,13.74%,13.40%,陈桂都,2年又13天,12.72%,3年又187天
南方通利债券C,000564,2.55亿元（2019-12-31）,0.89%,2.71%,3.27%,5.76%,15.48%,45.00%,何康,1年又49天,6.24%,5年又112天
银华永兴纯债债券(LOF)C,161824,0.13亿元（2019-12-31）,0.80%,1.88%,2.43%,4.70%,12.81%,29.34%,瞿灿,4年又264天,15.96%,4年又288天
招商招瑞纯债发起式C,002520,31.43亿元（2019-12-31）,0.98%,2.42%,3.23%,5.94%,18.08%,20.68%,刘万锋,3年又357天,20.68%,5年又54天
景顺长城中短债A,007603,9.97亿元（2019-12-31）,0.56%,1.10%,1.68%,--,--,1.75%,成念良/袁媛,200天,1.75%,4年又88天/5年又339天
景顺长城中短债C,007604,0.59亿元（2019-12-31）,0.53%,1.02%,1.55%,--,--,1.60%,成念良/袁媛,200天,1.60%,4年又88天/5年又339天
广发景智纯债,006019,53.07亿元（2019-12-31）,0.68%,2.02%,2.69%,4.52%,--,6.11%,李伟/谢军,1年又107天,5.94%,1年又184天/13年又180天
华富恒欣纯债债券C,006637,0.00亿元（2019-12-31）,0.50%,1.45%,1.86%,--,--,1.99%,陶祺/姚姣姣,166天,1.92%,166天/3年又63天
汇丰晋信平稳增利债券A,540005,0.79亿元（2019-12-31）,0.58%,1.71%,1.98%,3.73%,11.53%,35.74%,范力/蔡若林,224天,2.71%,224天/4年又38天
广发景利纯债,006970,5.08亿元（2019-12-31）,0.86%,2.14%,2.92%,--,--,3.26%,李伟/代宇,218天,3.20%,1年又184天/8年又217天
华泰柏瑞稳健收益债券C,460108,0.73亿元（2019-12-31）,0.89%,2.18%,2.49%,4.81%,16.66%,45.24%,陈东/董元星,2年又106天,16.56%,7年又99天/7年又213天
鹏扬淳享债券A,006513,54.68亿元（2019-12-31）,0.68%,1.93%,2.53%,4.54%,--,5.91%,焦翠/王华,351天,4.33%,1年又357天/2年又23天
易方达高等级信用债债券A,000147,83.97亿元（2019-12-31）,1.06%,2.58%,3.49%,6.61%,18.85%,43.28%,林森,171天,3.31%,4年又101天
上投摩根分红添利债券A,370021,0.60亿元（2019-12-31）,1.00%,2.10%,2.76%,4.18%,9.36%,50.62%,唐瑭,3年又278天,10.44%,4年又294天
永赢昌利债券A,007347,1.01亿元（2019-12-31）,0.86%,1.86%,2.40%,--,--,2.60%,牟琼屿,227天,2.60%,1年又351天
东海祥瑞A,002381,5.09亿元（2019-12-31）,1.87%,3.07%,4.77%,8.14%,14.66%,14.20%,祝鸿玲,2年又285天,15.35%,3年又349天
宝盈盈润纯债债券,006242,5.04亿元（2019-12-31）,1.29%,2.91%,3.93%,--,--,4.09%,杨献忠,204天,4.09%,1年又321天
招商招瑞纯债发起式A,002341,0.00亿元（2019-12-31）,0.97%,2.39%,3.20%,6.16%,19.11%,22.09%,刘万锋,3年又364天,22.09%,5年又54天
中欧天禧债券,001963,16.41亿元（2019-12-31）,0.79%,1.96%,2.61%,1.42%,10.87%,14.20%,洪慧梅/王慧杰,204天,2.70%,4年又31天/4年又66天
泰康安业政金债债券A,007003,18.10亿元（2019-12-31）,0.62%,1.71%,2.34%,--,--,3.36%,任翀,285天,3.36%,3年又350天
易方达高等级信用债债券C,000148,18.57亿元（2019-12-31）,1.06%,2.50%,3.40%,6.26%,19.89%,42.33%,林森,171天,3.22%,4年又101天
创金合信聚利债券C,001200,0.04亿元（2019-12-31）,1.14%,2.40%,3.42%,4.74%,8.90%,15.00%,胡尧盛,80天,2.31%,2年又86天
中信建投稳祥C,003979,0.00亿元（2019-12-31）,0.92%,2.44%,3.39%,5.78%,16.37%,16.37%,许健,1年又163天,9.07%,3年又14天
华富恒欣纯债债券A,006636,0.60亿元（2019-12-31）,0.55%,1.57%,2.08%,--,--,2.97%,陶祺/姚姣姣,166天,2.11%,166天/3年又63天
富国颐利纯债债券,005920,41.27亿元（2019-12-31）,0.47%,1.57%,1.85%,3.97%,--,7.85%,张明凯/黄纪亮,143天,1.89%,5年又31天/7年又11天
华安稳固收益债券C,040019,2.01亿元（2019-12-31）,1.96%,4.66%,5.05%,6.81%,15.46%,70.77%,石雨欣/郑可成,4年又235天,18.86%,4年又235天/10年又174天
中信建投稳祥A,003978,5.75亿元（2019-12-31）,0.93%,2.50%,3.51%,6.03%,17.23%,17.23%,许健,1年又163天,9.46%,3年又14天
银河领先债券,519669,7.63亿元（2019-12-31）,1.52%,2.99%,3.74%,5.27%,18.11%,62.14%,蒋磊/韩晶,3年又194天,18.14%,3年又194天/10年又55天
易方达投资级信用债债券C,000206,3.54亿元（2019-12-31）,0.79%,2.21%,2.94%,5.69%,15.49%,46.53%,纪玲云/王晓晨,106天,2.39%,6年又176天/8年又207天
国寿安保安丰纯债债券,006599,47.46亿元（2019-12-31）,0.66%,1.96%,2.68%,4.18%,--,5.70%,李一鸣,17天,0.44%,5年又46天
工银中高等级信用债债券A,000943,5.39亿元（2019-12-31）,0.96%,2.29%,2.66%,5.33%,15.14%,15.49%,陈桂都,2年又13天,13.67%,3年又187天
富国投资级信用债债券型D,007618,0.02亿元（2019-12-31）,1.03%,2.82%,--,--,--,3.36%,朱梦娜/黄纪亮,163天,3.36%,1年又15天/7年又11天
华泰柏瑞稳健收益债券A,460008,6.81亿元（2019-12-31）,0.92%,2.29%,2.69%,5.26%,18.22%,49.19%,陈东/董元星,2年又106天,17.75%,7年又99天/7年又213天
交银裕祥纯债债券A,006367,36.29亿元（2019-12-31）,0.63%,1.85%,2.49%,4.24%,--,6.64%,凌超/李娜,231天,2.98%,7年又206天/4年又217天
交银丰盈收益债券C,005025,0.07亿元（2019-12-31）,0.61%,1.87%,2.23%,2.87%,--,11.80%,连端清/于海颖,2年又206天,11.80%,4年又217天/9年又103天
富国投资级信用债债券型A,007616,1.27亿元（2019-12-31）,1.04%,2.88%,--,--,--,3.48%,朱梦娜/黄纪亮,163天,3.48%,1年又15天/7年又11天
富国投资级信用债债券型C,007617,2.38亿元（2019-12-31）,1.02%,2.81%,--,--,--,3.34%,朱梦娜/黄纪亮,163天,3.34%,1年又15天/7年又11天
中银证券安泽债券C,007024,1.02亿元（2019-12-31）,0.56%,1.49%,2.22%,--,--,3.11%,陈渭泉/王玉玺,297天,3.11%,2年又217天/3年又55天
华宝宝丰高等级债券A,006300,42.48亿元（2019-12-31）,0.69%,2.08%,2.75%,4.55%,--,7.25%,王慧/林昊,1年又190天,7.25%,1年又190天/2年又356天
富国景利纯债债券,005171,14.96亿元（2019-12-31）,1.20%,2.72%,3.40%,6.70%,--,15.01%,沈博文/朱梦娜,208天,3.59%,1年又240天/1年又15天
银华永兴纯债债券(LOF)A,161823,4.71亿元（2019-12-31）,0.87%,1.94%,2.57%,5.09%,14.33%,43.35%,瞿灿,4年又264天,25.42%,4年又288天
信诚增强收益债券(LOF),165509,0.16亿元（2019-12-31）,3.03%,5.04%,3.57%,4.85%,16.29%,88.55%,宋海娟,3年又215天,15.44%,6年又132天
中欧兴利债券,001776,39.18亿元（2019-12-31）,0.96%,2.34%,3.33%,6.46%,19.25%,27.17%,赵国英,1年又199天,11.04%,1年又199天
鹏华产业债债券,206018,21.93亿元（2019-12-31）,1.31%,4.06%,4.90%,7.23%,26.37%,63.08%,祝松,5年又360天,64.83%,6年又15天
民生加银鑫升纯债,004124,37.82亿元（2019-12-31）,0.75%,2.03%,2.76%,4.84%,16.77%,16.96%,胡振仓,123天,2.66%,10年又315天
中科沃土沃安中短利率C,007034,0.24亿元（2019-12-31）,0.52%,1.46%,1.92%,--,--,2.59%,田钊/马洪娟,60天,1.12%,100天/5年又21天
富荣富祥纯债,003999,2.02亿元（2019-12-31）,1.23%,3.02%,3.89%,6.87%,--,19.43%,吕晓蓉,2年又244天,17.87%,2年又244天
融通通捷债券,006164,5.36亿元（2019-12-31）,0.89%,2.17%,2.68%,5.50%,--,7.17%,朱浩然,1年又113天,7.17%,2年又181天
